faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout
0.504169,82,199,2.42682,192,2.34146,39,,0.882198,0.848168,0.44512,73,0.115702,0.129476,30,19971998,26.71951,27.78048,Chicago Blackhawks,16,13.0,30,29,0
0.531708,82,196,2.39024,250,3.04878,23,,0.885638,0.864362,0.62804,103,0.15748,0.175853,44,19971998,25.82926,30.86585,Detroit Red Wings,17,15.0,44,44,0
0.510108,82,204,2.4878,256,3.12195,29,,0.899182,0.866486,0.59756,98,0.157608,0.168478,45,19971998,24.13414,26.86585,St. Louis Blues,19,8.0,45,43,0
0.468537,82,252,3.07317,217,2.64634,41,,0.881395,0.839535,0.40853,67,0.084269,0.120786,26,19971998,27.75609,27.68292,Calgary Flames,20,15.0,26,22,0
0.478773,82,205,2.5,231,2.81707,26,,0.889975,0.870416,0.57926,95,0.145539,0.173708,39,19971998,29.51219,27.92682,Colorado Avalanche,21,17.0,39,37,0
0.465698,82,224,2.7317,215,2.62195,37,,0.862068,0.837439,0.4878,80,0.136645,0.15942,35,19971998,28.20731,28.67073,Edmonton Oilers,22,10.0,35,32,0
0.51986,82,273,3.32926,224,2.7317,43,,0.86574,0.82176,0.39024,64,0.096256,0.128342,25,19971998,30.2317,25.51219,Vancouver Canucks,23,14.0,25,25,0
0.513431,82,261,3.18292,205,2.5,43,,0.840909,0.818182,0.39634,65,0.091836,0.117346,26,19971998,30.39024,26.63414,Anaheim Ducks,24,13.0,26,23,0
0.548694,82,167,2.03658,242,2.95121,22,,0.91168,0.880342,0.66463,109,0.176623,0.2,49,19971998,22.80487,26.82926,Dallas Stars,25,11.0,49,44,0
0.512345,82,225,2.7439,227,2.76829,33,,0.867167,0.842106,0.53048,87,0.109289,0.142076,38,19971998,30.25609,26.82926,Los Angeles Kings,26,11.0,38,35,0
0.500362,82,227,2.76829,224,2.7317,35,,0.862745,0.838236,0.5,82,0.132812,0.148437,35,19971998,27.09756,27.65853,Phoenix Coyotes,27,12.0,35,35,0
0.495443,82,216,2.63414,210,2.56097,38,,0.876884,0.851759,0.4756,78,0.1225,0.135,34,19971998,24.63414,26.45121,San Jose Sharks,28,10.0,34,34,0
0.500293,82,196,2.39024,248,3.02439,24,,0.876923,0.855385,0.64024,105,0.180921,0.197368,47,19981999,24.70731,31.28048,New Jersey Devils,1,11.0,47,44,0
0.505576,82,244,2.9756,194,2.36585,48,,0.856749,0.834711,0.35365,58,0.137829,0.158357,24,19981999,28.42682,26.30487,New York Islanders,2,10.0,24,23,0
0.490365,82,227,2.76829,217,2.64634,38,,0.877976,0.857143,0.46951,77,0.17816,0.204022,33,19981999,30.19512,25.42682,New York Rangers,3,11.0,33,28,0
0.553544,82,196,2.39024,231,2.81707,26,,0.852852,0.840841,0.56707,93,0.150259,0.168393,37,19981999,22.89024,29.89024,Philadelphia Flyers,4,19.0,37,35,0
0.49164,82,225,2.7439,242,2.95121,30,,0.847682,0.81457,0.54878,90,0.140495,0.179063,38,19981999,25.96341,25.4756,Pittsburgh Penguins,5,14.0,38,31,0
0.518159,82,181,2.20731,214,2.60975,30,,0.901639,0.891804,0.55487,91,0.152173,0.17663,39,19981999,27.14634,27.58536,Boston Bruins,6,13.0,39,37,0
0.480411,82,175,2.13414,207,2.52439,28,,0.877192,0.862156,0.55487,91,0.115702,0.134986,37,19981999,30.01219,26.21951,Buffalo Sabres,7,17.0,37,34,0
0.484866,82,209,2.54878,184,2.2439,39,,0.895348,0.872094,0.45731,75,0.116279,0.145348,32,19981999,26.91463,27.67073,Montréal Canadiens,8,11.0,32,32,0
0.482581,82,179,2.18292,239,2.91463,23,,0.880126,0.861199,0.62804,103,0.115869,0.148614,44,19981999,25.21951,30.52439,Ottawa Senators,9,15.0,44,43,0
0.499534,82,231,2.81707,268,3.26829,30,,0.824615,0.803077,0.59146,97,0.128065,0.144414,45,19981999,28.76829,28.26829,Toronto Maple Leafs,10,7.0,45,39,0
0.496309,82,202,2.46341,210,2.56097,30,,0.867052,0.852602,0.52439,86,0.09424,0.109947,34,19981999,29.25609,26.12195,Carolina Hurricanes,12,18.0,34,33,0
0.449037,82,228,2.78048,210,2.56097,34,,0.845945,0.818919,0.4756,78,0.105263,0.13421,30,19981999,28.71951,28.13414,Florida Panthers,13,18.0,30,29,0
0.470632,82,292,3.56097,179,2.18292,54,,0.852713,0.82429,0.28658,47,0.106451,0.138709,19,19981999,32.10975,25.9756,Tampa Bay Lightning,14,9.0,19,18,0
0.53403,82,218,2.65853,200,2.43902,45,,0.866855,0.844193,0.41463,68,0.149501,0.172757,31,19981999,26.13414,28.9878,Washington Capitals,15,6.0,31,29,0
0.515081,82,248,3.02439,202,2.46341,41,,0.822222,0.80247,0.42682,70,0.119402,0.149253,29,19981999,29.31707,26.15853,Chicago Blackhawks,16,12.0,29,28,0
0.531647,82,202,2.46341,245,2.9878,32,,0.912676,0.87324,0.56707,93,0.144578,0.161445,43,19981999,27.01219,31.9756,Detroit Red Wings,17,7.0,43,41,0
0.513183,82,261,3.18292,190,2.31707,47,,0.809523,0.789916,0.38414,63,0.092592,0.123456,28,19981999,33.03658,27.06097,Nashville Predators,18,7.0,28,27,0
0.521723,82,209,2.54878,237,2.89024,32,,0.89664,0.878553,0.53048,87,0.189368,0.202657,37,19981999,22.78048,30.10975,St. Louis Blues,19,13.0,37,36,0
0.477339,82,234,2.85365,211,2.57317,40,,0.829015,0.797928,0.43902,72,0.12605,0.142857,30,19981999,29.45121,28.58536,Calgary Flames,20,12.0,30,27,0
0.506123,82,205,2.5,239,2.91463,28,,0.854922,0.836788,0.59756,98,0.157333,0.189333,44,19981999,27.80487,28.03658,Colorado Avalanche,21,10.0,44,42,0
0.484821,82,226,2.75609,230,2.80487,37,,0.842245,0.820856,0.4756,78,0.121004,0.143835,33,19981999,27.10975,29.21951,Edmonton Oilers,22,12.0,33,30,0
0.501733,82,258,3.14634,192,2.34146,47,,0.866666,0.828889,0.35365,58,0.134078,0.159217,23,19981999,29.41463,23.71951,Vancouver Canucks,23,12.0,23,23,0
0.490384,82,206,2.51219,215,2.62195,34,,0.860465,0.844962,0.50609,83,0.201058,0.219576,35,19981999,31.65853,28.42682,Anaheim Ducks,24,13.0,35,34,0
0.532052,82,168,2.04878,236,2.87804,19,,0.884012,0.865204,0.69512,114,0.178117,0.188295,51,19981999,23.96341,27.63414,Dallas Stars,25,12.0,51,48,0
0.502201,82,222,2.70731,189,2.30487,45,,0.893939,0.857576,0.42073,69,0.097859,0.131498,32,19981999,29.95121,28.25609,Los Angeles Kings,26,5.0,32,27,0
0.49141,82,197,2.40243,205,2.5,31,,0.893678,0.87069,0.54878,90,0.105263,0.119883,39,19981999,27.42682,29.2439,Phoenix Coyotes,27,12.0,39,37,0
0.474144,82,191,2.32926,196,2.39024,33,,0.869778,0.850123,0.4878,80,0.122807,0.132832,31,19981999,27.03658,26.13414,San Jose Sharks,28,18.0,31,30,0
0.493358,82,203,2.4756,251,3.06097,24,5.0,0.904153,0.8754,0.62804,103,0.167883,0.200729,45,19992000,25.62195,33.13414,New Jersey Devils,1,8.0,45,42,0
0.4787,82,275,3.35365,194,2.36585,48,1.0,0.819047,0.8,0.35365,58,0.115625,0.140625,24,19992000,33.43902,26.18292,New York Islanders,2,9.0,24,19,0
0.531225,82,246,3.0,218,2.65853,38,3.0,0.849315,0.832192,0.44512,73,0.141538,0.16923,29,19992000,29.82926,29.46341,New York Rangers,3,12.0,29,23,0
0.517318,82,179,2.18292,237,2.89024,22,3.0,0.88924,0.867089,0.64024,105,0.182352,0.202941,45,19992000,23.64634,30.42682,Philadelphia Flyers,4,12.0,45,39,0
0.479869,82,236,2.87804,241,2.93902,31,6.0,0.847352,0.825546,0.53658,88,0.124277,0.156069,37,19992000,28.7317,26.06097,Pittsburgh Penguins,5,8.0,37,34,0
0.489595,82,248,3.02439,210,2.56097,33,6.0,0.794776,0.794777,0.44512,73,0.132394,0.143661,24,19992000,27.7317,30.68292,Boston Bruins,6,19.0,24,23,0
0.479051,82,204,2.4878,213,2.59756,32,4.0,0.872576,0.850416,0.51829,85,0.076923,0.105413,35,19992000,26.92682,27.17073,Buffalo Sabres,7,11.0,35,30,0
0.488451,82,194,2.36585,196,2.39024,34,4.0,0.890728,0.86755,0.50609,83,0.142414,0.167182,35,19992000,27.60975,26.03658,Montréal Canadiens,8,9.0,35,31,0
0.503478,82,210,2.56097,244,2.9756,28,2.0,0.897435,0.875458,0.57926,95,0.141935,0.167741,41,19992000,25.17073,31.51219,Ottawa Senators,9,11.0,41,39,0
0.508034,82,222,2.70731,246,3.0,27,3.0,0.857575,0.824243,0.60975,100,0.161993,0.17757,45,19992000,29.09756,26.35365,Toronto Maple Leafs,10,7.0,45,38,0
0.460601,82,313,3.81707,170,2.07317,57,4.0,0.818652,0.803109,0.2378,39,0.08908,0.126436,14,19992000,31.01219,25.79268,Atlanta Thrashers,11,7.0,14,14,0
0.503716,82,216,2.63414,217,2.64634,35,0.0,0.853754,0.841898,0.51219,84,0.149122,0.16959,37,19992000,26.10975,26.35365,Carolina Hurricanes,12,10.0,37,33,0
0.462398,82,209,2.54878,244,2.9756,27,6.0,0.860681,0.85449,0.59756,98,0.147928,0.171597,43,19992000,29.64634,26.80487,Florida Panthers,13,6.0,43,40,0
0.504158,82,310,3.78048,204,2.4878,47,7.0,0.829573,0.807018,0.32926,54,0.120547,0.139726,19,19992000,30.41463,25.41463,Tampa Bay Lightning,14,9.0,19,19,0
0.532725,82,194,2.36585,227,2.76829,24,2.0,0.888563,0.862171,0.62195,102,0.139372,0.149825,44,19992000,27.68292,27.67073,Washington Capitals,15,12.0,44,39,0
0.475,82,245,2.9878,242,2.95121,37,2.0,0.864788,0.83662,0.4756,78,0.12,0.16,33,19992000,29.2317,25.68292,Chicago Blackhawks,16,10.0,33,28,0
0.533719,82,210,2.56097,278,3.39024,22,2.0,0.906752,0.858521,0.65853,108,0.18639,0.204142,48,19992000,26.45121,31.95121,Detroit Red Wings,17,10.0,48,44,0
0.490823,82,240,2.92682,199,2.42682,40,7.0,0.880258,0.851133,0.42682,70,0.098684,0.134868,28,19992000,30.4756,27.01219,Nashville Predators,18,7.0,28,24,0
0.521228,82,165,2.01219,248,3.02439,19,1.0,0.915942,0.878261,0.69512,114,0.16959,0.178362,51,19992000,22.12195,29.81707,St. Louis Blues,19,11.0,51,46,0
0.492399,82,256,3.12195,211,2.57317,36,5.0,0.808219,0.797261,0.46951,77,0.154545,0.178787,31,19992000,29.03658,30.09756,Calgary Flames,20,10.0,31,20,0
0.515128,82,201,2.45121,233,2.84146,28,1.0,0.853731,0.844777,0.58536,96,0.172185,0.195364,42,19992000,27.84146,26.68292,Colorado Avalanche,21,11.0,42,37,0
0.510784,82,212,2.58536,226,2.75609,26,8.0,0.878048,0.853659,0.53658,88,0.145833,0.157738,32,19992000,28.26829,28.17073,Edmonton Oilers,22,16.0,32,28,0
0.498343,82,237,2.89024,227,2.76829,29,8.0,0.832298,0.804348,0.50609,83,0.136222,0.157894,30,19992000,27.95121,26.67073,Vancouver Canucks,23,15.0,30,26,0
0.490742,82,227,2.76829,217,2.64634,33,3.0,0.804054,0.790541,0.50609,83,0.141566,0.165662,34,19992000,27.54878,28.68292,Anaheim Ducks,24,12.0,34,31,0
0.525733,82,184,2.2439,211,2.57317,23,6.0,0.921824,0.892509,0.62195,102,0.131195,0.157434,43,19992000,26.62195,25.59756,Dallas Stars,25,10.0,43,40,0
0.517469,82,228,2.78048,245,2.9878,27,4.0,0.83378,0.823057,0.57317,94,0.134831,0.168539,39,19992000,27.92682,29.52439,Los Angeles Kings,26,12.0,39,34,0
0.503492,82,228,2.78048,232,2.82926,31,4.0,0.905228,0.859478,0.54878,90,0.096774,0.119354,39,19992000,28.46341,26.9878,Phoenix Coyotes,27,8.0,39,35,0
0.492466,82,214,2.60975,225,2.7439,30,7.0,0.879032,0.836022,0.53048,87,0.153846,0.164456,35,19992000,28.7439,27.41463,San Jose Sharks,28,10.0,35,31,0
0.49382,82,195,2.37804,295,3.59756,19,3.0,0.875,0.846875,0.67682,111,0.209677,0.229032,48,20002001,24.68292,31.58536,New Jersey Devils,1,12.0,48,43,0
0.487189,82,268,3.26829,185,2.25609,51,3.0,0.842696,0.822472,0.31707,52,0.095854,0.132124,21,20002001,29.0,27.52439,New York Islanders,2,7.0,21,19,0
0.511685,82,290,3.53658,250,3.04878,43,1.0,0.825,0.785,0.43902,72,0.146005,0.179063,33,20002001,31.40243,28.59756,New York Rangers,3,5.0,33,28,0
0.503122,82,207,2.52439,240,2.92682,25,3.0,0.859872,0.824841,0.60975,100,0.131428,0.157142,43,20002001,26.14634,29.90243,Philadelphia Flyers,4,11.0,43,38,0
0.46711,82,256,3.12195,281,3.42682,28,3.0,0.824691,0.807408,0.58536,96,0.173333,0.202666,42,20002001,29.2317,29.19512,Pittsburgh Penguins,5,9.0,42,39,0
0.492404,82,249,3.03658,227,2.76829,30,8.0,0.848806,0.827587,0.53658,88,0.146153,0.164102,36,20002001,26.71951,28.76829,Boston Bruins,6,8.0,36,32,0
0.5,82,184,2.2439,218,2.65853,30,1.0,0.898203,0.88024,0.59756,98,0.147453,0.160857,46,20002001,26.76829,26.87804,Buffalo Sabres,7,5.0,46,42,0
0.494917,82,232,2.82926,206,2.51219,40,6.0,0.836795,0.821959,0.42682,70,0.154394,0.16152,28,20002001,28.01219,26.19512,Montréal Canadiens,8,8.0,28,26,0
0.485468,82,205,2.5,274,3.34146,21,4.0,0.891966,0.864266,0.66463,109,0.173228,0.186351,48,20002001,27.25609,30.19512,Ottawa Senators,9,9.0,48,45,0
0.528424,82,207,2.52439,232,2.82926,29,5.0,0.855191,0.849727,0.54878,90,0.135211,0.160563,37,20002001,27.36585,27.75609,Toronto Maple Leafs,10,11.0,37,34,0
0.460689,82,289,3.52439,211,2.57317,45,2.0,0.80147,0.779412,0.36585,60,0.116455,0.136708,23,20002001,32.37804,27.93902,Atlanta Thrashers,11,12.0,23,21,0
0.549375,82,225,2.7439,212,2.58536,32,3.0,0.888888,0.871795,0.53658,88,0.146596,0.188481,38,20002001,26.90243,27.03658,Carolina Hurricanes,12,9.0,38,32,0
0.48522,82,246,3.0,200,2.43902,38,9.0,0.859296,0.839196,0.40243,66,0.093484,0.130311,22,20002001,31.20731,26.46341,Florida Panthers,13,13.0,22,20,0
0.468629,82,280,3.41463,201,2.45121,47,5.0,0.85071,0.829384,0.35975,59,0.099056,0.125,24,20002001,31.18292,24.56097,Tampa Bay Lightning,14,6.0,24,22,0
0.55173,82,211,2.57317,233,2.84146,27,4.0,0.856777,0.841433,0.58536,96,0.192634,0.212464,41,20002001,27.71951,28.63414,Washington Capitals,15,10.0,41,39,0
0.49907,82,246,3.0,210,2.56097,40,5.0,0.885448,0.83901,0.43292,71,0.091194,0.12893,29,20002001,26.70731,26.34146,Chicago Blackhawks,16,8.0,29,27,0
0.543606,82,202,2.46341,253,3.08536,20,4.0,0.883116,0.857143,0.67682,111,0.203125,0.221354,49,20002001,27.08536,32.31707,Detroit Red Wings,17,9.0,49,39,0
0.484068,82,200,2.43902,186,2.26829,36,3.0,0.873111,0.851964,0.4878,80,0.130193,0.141274,34,20002001,28.62195,26.60975,Nashville Predators,18,9.0,34,29,0
0.519139,82,195,2.37804,249,3.03658,22,5.0,0.89203,0.853471,0.62804,103,0.168831,0.187012,43,20002001,23.57317,30.41463,St. Louis Blues,19,12.0,43,37,0
0.515558,82,236,2.87804,197,2.40243,36,4.0,0.806878,0.798942,0.44512,73,0.124137,0.149425,27,20002001,27.12195,27.19512,Calgary Flames,20,15.0,27,24,0
0.513365,82,192,2.34146,270,3.29268,16,4.0,0.859649,0.827486,0.71951,118,0.190082,0.220385,52,20002001,25.10975,29.20731,Colorado Avalanche,21,10.0,52,46,0
0.510697,82,222,2.70731,243,2.96341,28,3.0,0.871727,0.837697,0.56707,93,0.13819,0.148241,39,20002001,26.08536,26.15853,Edmonton Oilers,22,12.0,39,34,0
0.468586,82,238,2.90243,239,2.91463,28,7.0,0.839793,0.808786,0.54878,90,0.14423,0.170673,36,20002001,25.87804,29.68292,Vancouver Canucks,23,11.0,36,31,0
0.483333,82,245,2.9878,188,2.29268,41,5.0,0.833333,0.817949,0.40243,66,0.142091,0.176943,25,20002001,29.4756,25.89024,Anaheim Ducks,24,11.0,25,21,0
0.511645,82,187,2.28048,241,2.93902,24,2.0,0.88169,0.861972,0.64634,106,0.177111,0.196185,48,20002001,24.91463,25.60975,Dallas Stars,25,8.0,48,42,0
0.506862,82,228,2.78048,252,3.07317,28,3.0,0.848167,0.811519,0.56097,92,0.177111,0.19346,38,20002001,26.34146,27.90243,Los Angeles Kings,26,13.0,38,35,0
0.498201,82,212,2.58536,214,2.60975,27,3.0,0.872685,0.851852,0.54878,90,0.148688,0.16618,35,20002001,29.63414,25.06097,Phoenix Coyotes,27,17.0,35,32,0
0.482568,82,192,2.34146,217,2.64634,27,3.0,0.879818,0.861679,0.57926,95,0.115763,0.140394,40,20002001,26.45121,27.64634,San Jose Sharks,28,12.0,40,33,0
0.50487,82,233,2.84146,190,2.31707,39,6.0,0.815426,0.807163,0.43292,71,0.125984,0.146981,28,20002001,30.18292,25.39024,Columbus Blue Jackets,29,9.0,28,25,0
0.480765,82,210,2.56097,168,2.04878,39,5.0,0.882037,0.847185,0.41463,68,0.058823,0.096256,25,20002001,28.13414,24.63414,Minnesota Wild,30,13.0,25,21,0
0.495151,82,187,2.28048,205,2.5,28,4.0,0.845283,0.837736,0.57926,95,0.137931,0.168582,41,20012002,23.17073,29.81707,New Jersey Devils,1,9.0,41,35,0
0.516938,82,220,2.68292,239,2.91463,28,4.0,0.904371,0.857924,0.58536,96,0.134986,0.162534,42,20012002,27.86585,28.28048,New York Islanders,2,8.0,42,36,0
0.507021,82,258,3.14634,227,2.76829,38,4.0,0.819095,0.798995,0.4878,80,0.131901,0.147239,36,20012002,31.92682,29.17073,New York Rangers,3,4.0,36,31,0
0.499249,82,192,2.34146,234,2.85365,27,3.0,0.890784,0.863482,0.59146,97,0.096666,0.13,42,20012002,26.08536,29.78048,Philadelphia Flyers,4,10.0,42,39,0
0.471006,82,249,3.03658,198,2.41463,41,5.0,0.852272,0.838069,0.42073,69,0.110447,0.140298,28,20012002,29.19512,27.01219,Pittsburgh Penguins,5,8.0,28,21,0
0.47947,82,201,2.45121,236,2.87804,24,9.0,0.911174,0.871061,0.61585,101,0.120141,0.137809,43,20012002,25.08536,31.65853,Boston Bruins,6,6.0,43,34,0
0.473847,82,200,2.43902,213,2.59756,35,1.0,0.888157,0.865132,0.5,82,0.117333,0.133333,35,20012002,25.85365,27.9878,Buffalo Sabres,7,11.0,35,31,0
0.527971,82,209,2.54878,207,2.52439,31,3.0,0.888086,0.862816,0.53048,87,0.136212,0.149501,36,20012002,31.67073,25.51219,Montréal Canadiens,8,12.0,36,34,0
0.501123,82,208,2.53658,243,2.96341,27,7.0,0.879478,0.843649,0.57317,94,0.151057,0.166163,39,20012002,25.92682,30.10975,Ottawa Senators,9,9.0,39,36,0
0.518083,82,207,2.52439,249,3.03658,25,4.0,0.871951,0.844513,0.60975,100,0.137535,0.154727,43,20012002,24.92682,28.52439,Toronto Maple Leafs,10,10.0,43,40,0
0.463378,82,288,3.51219,187,2.28048,47,5.0,0.826815,0.818436,0.32926,54,0.081699,0.120915,19,20012002,35.5,24.19512,Atlanta Thrashers,11,11.0,19,16,0
0.56068,82,217,2.64634,217,2.64634,26,5.0,0.849397,0.83735,0.55487,91,0.132992,0.161125,35,20012002,27.0,28.62195,Carolina Hurricanes,12,16.0,35,29,0
0.461063,82,250,3.04878,180,2.19512,44,6.0,0.826972,0.806616,0.36585,60,0.126099,0.146627,22,20012002,32.51219,26.89024,Florida Panthers,13,10.0,22,22,0
0.470392,82,219,2.67073,178,2.17073,40,4.0,0.875457,0.85348,0.42073,69,0.118589,0.147435,27,20012002,30.76829,26.57317,Tampa Bay Lightning,14,11.0,27,23,0
0.533308,82,240,2.92682,228,2.78048,33,2.0,0.827692,0.821539,0.51829,85,0.167224,0.193979,36,20012002,28.7439,27.96341,Washington Capitals,15,11.0,36,30,0
0.479566,82,207,2.52439,216,2.63414,27,1.0,0.82647,0.814706,0.58536,96,0.172185,0.178807,41,20012002,25.32926,27.69512,Chicago Blackhawks,16,13.0,41,38,0
0.513959,82,187,2.28048,251,3.06097,17,4.0,0.886297,0.860059,0.70731,116,0.183844,0.203342,51,20012002,26.32926,30.95121,Detroit Red Wings,17,10.0,51,41,0
0.469558,82,230,2.80487,196,2.39024,41,0.0,0.875706,0.858758,0.42073,69,0.118694,0.142433,28,20012002,28.21951,24.62195,Nashville Predators,18,13.0,28,23,0
0.498776,82,188,2.29268,227,2.76829,27,4.0,0.865435,0.852243,0.59756,98,0.154494,0.174157,43,20012002,22.52439,29.02439,St. Louis Blues,19,8.0,43,37,0
0.525423,82,220,2.68292,201,2.45121,35,3.0,0.842696,0.814607,0.4817,79,0.137362,0.151098,32,20012002,27.34146,26.91463,Calgary Flames,20,12.0,32,30,0
0.51428,82,169,2.06097,212,2.58536,28,1.0,0.892063,0.869842,0.60365,99,0.159883,0.180232,45,20012002,26.54878,27.46341,Colorado Avalanche,21,8.0,45,41,0
0.503818,82,182,2.21951,205,2.5,28,4.0,0.890804,0.856322,0.56097,92,0.132132,0.153153,38,20012002,25.85365,27.51219,Edmonton Oilers,22,12.0,38,35,0
0.506705,82,211,2.57317,254,3.09756,30,3.0,0.860158,0.852243,0.57317,94,0.16129,0.185483,42,20012002,25.35365,28.36585,Vancouver Canucks,23,7.0,42,38,0
0.509796,82,198,2.41463,175,2.13414,42,3.0,0.872727,0.860607,0.42073,69,0.091152,0.115281,29,20012002,27.4756,26.12195,Anaheim Ducks,24,8.0,29,26,0
0.528005,82,213,2.59756,215,2.62195,28,5.0,0.83699,0.815048,0.54878,90,0.148571,0.171428,36,20012002,26.03658,28.4756,Dallas Stars,25,13.0,36,33,0
0.512232,82,190,2.31707,214,2.60975,27,4.0,0.879781,0.866121,0.57926,95,0.189801,0.206798,40,20012002,25.01219,25.7317,Los Angeles Kings,26,11.0,40,37,0
0.482359,82,210,2.56097,228,2.78048,27,6.0,0.853932,0.831461,0.57926,95,0.138235,0.155882,40,20012002,28.64634,26.57317,Phoenix Coyotes,27,9.0,40,36,0
0.489577,82,199,2.42682,248,3.02439,27,3.0,0.897637,0.858268,0.60365,99,0.140921,0.157181,44,20012002,28.4756,27.17073,San Jose Sharks,28,8.0,44,42,0
0.50047,82,255,3.10975,164,2.0,47,5.0,0.839869,0.830066,0.34756,57,0.117977,0.140449,22,20012002,30.10975,24.95121,Columbus Blue Jackets,29,8.0,22,20,0
0.485202,82,238,2.90243,195,2.37804,35,9.0,0.859116,0.82873,0.44512,73,0.123324,0.147453,26,20012002,28.01219,23.82926,Minnesota Wild,30,12.0,26,26,0
0.506797,82,166,2.02439,216,2.63414,20,6.0,0.905303,0.878788,0.65853,108,0.10561,0.118811,46,20022003,23.57317,31.71951,New Jersey Devils,1,10.0,46,38,0
0.510881,82,231,2.81707,224,2.7317,34,2.0,0.864197,0.834568,0.50609,83,0.13802,0.151041,35,20022003,28.26829,29.59756,New York Islanders,2,11.0,35,30,0
0.533183,82,231,2.81707,210,2.56097,36,4.0,0.832474,0.811856,0.4756,78,0.138643,0.162241,32,20022003,29.58536,30.06097,New York Rangers,3,10.0,32,26,0
0.522408,82,166,2.02439,211,2.57317,20,4.0,0.875739,0.852072,0.65243,107,0.118902,0.143292,45,20022003,24.62195,30.93902,Philadelphia Flyers,4,13.0,45,39,0
0.494517,82,255,3.10975,189,2.30487,44,5.0,0.84375,0.835228,0.39634,65,0.155555,0.183333,27,20022003,30.91463,25.35365,Pittsburgh Penguins,5,6.0,27,24,0
0.49579,82,237,2.89024,245,2.9878,31,4.0,0.853333,0.826667,0.53048,87,0.147692,0.181538,36,20022003,28.31707,32.14634,Boston Bruins,6,11.0,36,30,0
0.501124,82,219,2.67073,190,2.31707,37,8.0,0.876033,0.853995,0.43902,72,0.112994,0.144067,27,20022003,28.01219,28.59756,Buffalo Sabres,7,10.0,27,24,0
0.526745,82,234,2.85365,206,2.51219,35,9.0,0.823343,0.817035,0.46951,77,0.120634,0.139682,30,20022003,32.65853,25.84146,Montréal Canadiens,8,8.0,30,28,0
0.470566,82,182,2.21951,263,3.20731,21,1.0,0.861445,0.849398,0.68902,113,0.191815,0.212276,52,20022003,24.79268,29.78048,Ottawa Senators,9,8.0,52,45,0
0.506856,82,208,2.53658,236,2.87804,28,3.0,0.894366,0.868545,0.59756,98,0.155988,0.175487,44,20022003,29.54878,26.25609,Toronto Maple Leafs,10,7.0,44,37,0
0.459307,82,284,3.46341,226,2.75609,39,5.0,0.839436,0.816902,0.45121,74,0.13477,0.172506,31,20022003,31.62195,26.37804,Atlanta Thrashers,11,7.0,31,24,0
0.529444,82,240,2.92682,171,2.08536,43,6.0,0.834183,0.818878,0.37195,61,0.116666,0.138095,22,20022003,28.43902,29.43902,Carolina Hurricanes,12,11.0,22,20,0
0.461734,82,237,2.89024,176,2.14634,36,9.0,0.834269,0.814607,0.42682,70,0.115273,0.14121,24,20022003,33.2317,27.18292,Florida Panthers,13,13.0,24,20,0
0.502349,82,210,2.56097,219,2.67073,25,5.0,0.844936,0.82595,0.56707,93,0.16624,0.179028,36,20022003,28.02439,29.20731,Tampa Bay Lightning,14,16.0,36,34,0
0.491635,82,220,2.68292,224,2.7317,29,6.0,0.833333,0.8125,0.56097,92,0.16012,0.172205,39,20022003,29.92682,27.10975,Washington Capitals,15,8.0,39,33,0
0.500562,82,226,2.75609,207,2.52439,33,6.0,0.869918,0.848239,0.4817,79,0.100649,0.126623,30,20022003,28.59756,27.79268,Chicago Blackhawks,16,13.0,30,26,0
0.522353,82,203,2.4756,269,3.28048,20,4.0,0.883289,0.854112,0.67073,110,0.225705,0.238244,48,20022003,28.79268,29.76829,Detroit Red Wings,17,10.0,48,41,0
0.484612,82,206,2.51219,183,2.2317,35,7.0,0.832861,0.827196,0.45121,74,0.119617,0.138755,27,20022003,27.46341,28.2439,Nashville Predators,18,13.0,27,22,0
0.490199,82,222,2.70731,253,3.08536,24,6.0,0.845758,0.817481,0.60365,99,0.1867,0.204603,41,20022003,24.96341,28.06097,St. Louis Blues,19,11.0,41,35,0
0.539199,82,228,2.78048,186,2.26829,36,4.0,0.845758,0.832905,0.45731,75,0.095115,0.120822,29,20022003,27.09756,28.54878,Calgary Flames,20,13.0,29,23,0
0.479131,82,194,2.36585,251,3.06097,19,8.0,0.83844,0.824513,0.64024,105,0.170798,0.187327,42,20022003,28.32926,29.09756,Colorado Avalanche,21,13.0,42,35,0
0.511089,82,230,2.80487,231,2.81707,26,9.0,0.863247,0.826211,0.56097,92,0.124352,0.145077,36,20022003,27.41463,27.96341,Edmonton Oilers,22,11.0,36,29,0
0.498407,82,208,2.53658,264,3.21951,23,1.0,0.871794,0.841026,0.63414,104,0.183333,0.207142,45,20022003,26.64634,29.12195,Vancouver Canucks,23,13.0,45,40,0
0.552148,82,193,2.35365,203,2.4756,27,6.0,0.897897,0.873874,0.57926,95,0.146551,0.160919,40,20022003,28.9878,27.39024,Anaheim Ducks,24,9.0,40,34,0
0.502274,82,169,2.06097,245,2.9878,17,4.0,0.881502,0.855492,0.67682,111,0.171253,0.189602,46,20022003,25.28048,30.07317,Dallas Stars,25,15.0,46,41,0
