faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout
,22,84,3.81818,115,5.22727,9,,,,0.5909,26,,,13,19171918,,,Montréal Canadiens,8,0.0,13,11,0
,22,114,5.18181,102,4.63636,13,,,,0.40909,18,,,9,19171918,,,Ottawa Senators (1917),36,0.0,9,9,0
,6,35,5.83333,17,2.83333,5,,,,0.16666,2,,,1,19171918,,,Montreal Wanderers,41,0.0,1,1,0
,22,109,4.95454,108,4.90909,9,,,,0.5909,26,,,13,19171918,,,Toronto Arenas,57,0.0,13,13,0
,18,78,4.33333,88,4.88888,8,,,,0.55555,20,,,10,19181919,,,Montréal Canadiens,8,0.0,10,10,0
,18,53,2.94444,71,3.94444,6,,,,0.66666,24,,,12,19181919,,,Ottawa Senators (1917),36,0.0,12,9,0
,18,92,5.11111,64,3.55555,13,,,,0.27777,10,,,5,19181919,,,Toronto Arenas,57,0.0,5,5,0
,24,113,4.70833,129,5.375,11,,,,0.54166,26,,,13,19191920,,,Montréal Canadiens,8,0.0,13,12,0
,24,64,2.66666,121,5.04166,5,,,,0.79166,38,,,19,19191920,,,Ottawa Senators (1917),36,0.0,19,17,0
,24,177,7.375,91,3.79166,20,,,,0.16666,8,,,4,19191920,,,Quebec Bulldogs,42,0.0,4,3,0
,24,106,4.41666,119,4.95833,12,,,,0.5,24,,,12,19191920,,,Toronto St. Patricks,58,0.0,12,12,0
,24,99,4.125,112,4.66666,11,,,,0.54166,26,,,13,19201921,,,Montréal Canadiens,8,0.0,13,13,0
,24,75,3.125,97,4.04166,10,,,,0.58333,28,,,14,19201921,,,Ottawa Senators (1917),36,0.0,14,13,0
,24,132,5.5,92,3.83333,18,,,,0.25,12,,,6,19201921,,,Hamilton Tigers,37,0.0,6,4,0
,24,100,4.16666,105,4.375,9,,,,0.625,30,,,15,19201921,,,Toronto St. Patricks,58,0.0,15,13,0
,24,94,3.91666,88,3.66666,11,,,,0.52083,25,,,12,19211922,,,Montréal Canadiens,8,1.0,12,12,0
,24,84,3.5,106,4.41666,8,,,,0.625,30,,,14,19211922,,,Ottawa Senators (1917),36,2.0,14,12,0
,24,105,4.375,88,3.66666,17,,,,0.29166,14,,,7,19211922,,,Hamilton Tigers,37,0.0,7,6,0
,24,97,4.04166,98,4.08333,10,,,,0.5625,27,,,13,19211922,,,Toronto St. Patricks,58,1.0,13,13,0
,24,61,2.54166,73,3.04166,9,,,,0.58333,28,,,13,19221923,,,Montréal Canadiens,8,2.0,13,13,0
,24,54,2.25,77,3.20833,9,,,,0.60416,29,,,14,19221923,,,Ottawa Senators (1917),36,1.0,14,13,0
,24,110,4.58333,81,3.375,18,,,,0.25,12,,,6,19221923,,,Hamilton Tigers,37,0.0,6,4,0
,24,88,3.66666,82,3.41666,10,,,,0.5625,27,,,13,19221923,,,Toronto St. Patricks,58,1.0,13,10,0
,24,48,2.0,59,2.45833,11,,,,0.54166,26,,,13,19231924,,,Montréal Canadiens,8,0.0,13,11,0
,24,54,2.25,74,3.08333,8,,,,0.66666,32,,,16,19231924,,,Ottawa Senators (1917),36,0.0,16,13,0
,24,68,2.83333,63,2.625,15,,,,0.375,18,,,9,19231924,,,Hamilton Tigers,37,0.0,9,8,0
,24,85,3.54166,59,2.45833,14,,,,0.41666,20,,,10,19231924,,,Toronto St. Patricks,58,0.0,10,10,0
,30,119,3.96666,49,1.63333,24,,,,0.2,12,,,6,19241925,,,Boston Bruins,6,0.0,6,4,0
,30,56,1.86666,93,3.1,11,,,,0.6,36,,,17,19241925,,,Montréal Canadiens,8,2.0,17,16,0
,30,66,2.2,83,2.76666,12,,,,0.58333,35,,,17,19241925,,,Ottawa Senators (1917),36,1.0,17,14,0
,30,60,2.0,90,3.0,10,,,,0.65,39,,,19,19241925,,,Hamilton Tigers,37,1.0,19,18,0
,30,65,2.16666,45,1.5,19,,,,0.33333,20,,,9,19241925,,,Montreal Maroons,43,2.0,9,9,0
,30,84,2.8,90,3.0,11,,,,0.63333,38,,,19,19241925,,,Toronto St. Patricks,58,0.0,19,19,0
,36,85,2.36111,92,2.55555,15,,,,0.52777,38,,,17,19251926,,,Boston Bruins,6,4.0,17,15,0
,36,108,3.0,79,2.19444,24,,,,0.31944,23,,,11,19251926,,,Montréal Canadiens,8,1.0,11,10,0
,36,42,1.16666,77,2.13888,8,,,,0.72222,52,,,24,19251926,,,Ottawa Senators (1917),36,4.0,24,23,0
,36,70,1.94444,82,2.27777,16,,,,0.54166,39,,,19,19251926,,,Pittsburgh Pirates,38,1.0,19,17,0
,36,73,2.02777,91,2.52777,11,,,,0.625,45,,,20,19251926,,,Montreal Maroons,43,5.0,20,17,0
,36,89,2.47222,68,1.88888,20,,,,0.38888,28,,,12,19251926,,,New York Americans,44,4.0,12,9,0
,36,114,3.16666,92,2.55555,21,,,,0.375,27,,,12,19251926,,,Toronto St. Patricks,58,3.0,12,12,0
,44,72,1.63636,95,2.15909,13,,,,0.63636,56,,,25,19261927,,,New York Rangers,3,6.0,25,22,0
,44,89,2.02272,97,2.20454,20,,,,0.51136,45,,,21,19261927,,,Boston Bruins,6,3.0,21,17,0
,44,67,1.52272,99,2.25,14,,,,0.65909,58,,,28,19261927,,,Montréal Canadiens,8,2.0,28,24,0
,44,116,2.63636,115,2.61363,22,,,,0.4659,41,,,19,19261927,,,Chicago Blackhawks,16,3.0,19,15,0
,44,69,1.56818,86,1.95454,10,,,,0.72727,64,,,30,19261927,,,Ottawa Senators (1917),36,4.0,30,25,0
,44,108,2.45454,79,1.79545,26,,,,0.375,33,,,15,19261927,,,Pittsburgh Pirates,38,3.0,15,14,0
,44,105,2.38636,76,1.72727,28,,,,0.31818,28,,,12,19261927,,,Detroit Cougars,40,4.0,12,10,0
,44,68,1.54545,71,1.61363,20,,,,0.5,44,,,20,19261927,,,Montreal Maroons,43,4.0,20,15,0
,44,91,2.06818,82,1.86363,25,,,,0.40909,36,,,17,19261927,,,New York Americans,44,2.0,17,14,0
,44,94,2.13636,79,1.79545,24,,,,0.39772,35,,,15,19261927,,,Toronto St. Patricks,58,5.0,15,14,0
,44,79,1.79545,94,2.13636,16,,,,0.53409,47,,,19,19271928,,,New York Rangers,3,9.0,19,19,0
,44,70,1.5909,77,1.75,13,,,,0.57954,51,,,20,19271928,,,Boston Bruins,6,11.0,20,19,0
,44,48,1.0909,116,2.63636,11,,,,0.67045,59,,,26,19271928,,,Montréal Canadiens,8,7.0,26,25,0
,44,88,2.0,89,2.02272,18,,,,0.5,44,,,18,19271928,,,Toronto Maple Leafs,10,8.0,18,17,0
,44,134,3.04545,68,1.54545,34,,,,0.19318,17,,,7,19271928,,,Chicago Blackhawks,16,3.0,7,7,0
,44,57,1.29545,78,1.77272,14,,,,0.56818,50,,,20,19271928,,,Ottawa Senators (1917),36,10.0,20,19,0
,44,76,1.72727,67,1.52272,17,,,,0.52272,46,,,19,19271928,,,Pittsburgh Pirates,38,8.0,19,18,0
,44,79,1.79545,88,2.0,19,,,,0.5,44,,,19,19271928,,,Detroit Cougars,40,6.0,19,17,0
,44,77,1.75,96,2.18181,14,,,,0.61363,54,,,24,19271928,,,Montreal Maroons,43,6.0,24,22,0
,44,128,2.90909,63,1.43181,27,,,,0.31818,28,,,11,19271928,,,New York Americans,44,6.0,11,9,0
,44,65,1.47727,72,1.63636,13,,,,0.5909,52,,,21,19281929,,,New York Rangers,3,10.0,21,19,0
,44,52,1.18181,89,2.02272,13,,,,0.64772,57,,,26,19281929,,,Boston Bruins,6,5.0,26,25,0
,44,43,0.97727,71,1.61363,7,,,,0.67045,59,,,22,19281929,,,Montréal Canadiens,8,15.0,22,22,0
,44,69,1.56818,85,1.93181,18,,,,0.53409,47,,,21,19281929,,,Toronto Maple Leafs,10,5.0,21,21,0
,44,85,1.93181,33,0.75,29,,,,0.25,22,,,7,19281929,,,Chicago Blackhawks,16,8.0,7,7,0
,44,67,1.52272,54,1.22727,17,,,,0.4659,41,,,14,19281929,,,Ottawa Senators (1917),36,13.0,14,9,0
,44,80,1.81818,46,1.04545,27,,,,0.29545,26,,,9,19281929,,,Pittsburgh Pirates,38,8.0,9,6,0
,44,63,1.43181,72,1.63636,16,,,,0.53409,47,,,19,19281929,,,Detroit Cougars,40,9.0,19,17,0
,44,65,1.47727,67,1.52272,20,,,,0.44318,39,,,15,19281929,,,Montreal Maroons,43,9.0,15,15,0
,44,53,1.20454,53,1.20454,13,,,,0.56818,50,,,19,19281929,,,New York Americans,44,12.0,19,18,0
,44,143,3.25,136,3.0909,17,,,,0.5,44,,,17,19291930,,,New York Rangers,3,10.0,17,15,0
,44,98,2.22727,179,4.06818,5,,,,0.875,77,,,38,19291930,,,Boston Bruins,6,1.0,38,36,0
,44,114,2.5909,142,3.22727,14,,,,0.57954,51,,,21,19291930,,,Montréal Canadiens,8,9.0,21,15,0
,44,124,2.81818,116,2.63636,21,,,,0.45454,40,,,17,19291930,,,Toronto Maple Leafs,10,6.0,17,15,0
,44,111,2.52272,117,2.65909,18,,,,0.53409,47,,,21,19291930,,,Chicago Blackhawks,16,5.0,21,20,0
,44,118,2.68181,138,3.13636,15,,,,0.56818,50,,,21,19291930,,,Ottawa Senators (1917),36,8.0,21,17,0
,44,185,4.20454,102,2.31818,36,,,,0.14772,13,,,5,19291930,,,Pittsburgh Pirates,38,3.0,5,5,0
,44,133,3.02272,117,2.65909,24,,,,0.38636,34,,,14,19291930,,,Detroit Cougars,40,6.0,14,14,0
,44,114,2.5909,141,3.20454,16,,,,0.57954,51,,,23,19291930,,,Montreal Maroons,43,5.0,23,21,0
,44,161,3.65909,113,2.56818,25,,,,0.375,33,,,14,19291930,,,New York Americans,44,5.0,14,11,0
,44,87,1.97727,106,2.40909,16,,,,0.53409,47,,,19,19301931,,,New York Rangers,3,9.0,19,18,0
,44,90,2.04545,143,3.25,10,,,,0.70454,62,,,28,19301931,,,Boston Bruins,6,6.0,28,27,0
,44,89,2.02272,129,2.93181,10,,,,0.68181,60,,,26,19301931,,,Montréal Canadiens,8,8.0,26,24,0
,44,99,2.25,118,2.68181,13,,,,0.60227,53,,,22,19301931,,,Toronto Maple Leafs,10,9.0,22,22,0
,44,78,1.77272,108,2.45454,17,,,,0.57954,51,,,24,19301931,,,Chicago Blackhawks,16,3.0,24,23,0
,44,142,3.22727,91,2.06818,30,,,,0.27272,24,,,10,19301931,,,Ottawa Senators (1917),36,4.0,10,8,0
,44,184,4.18181,76,1.72727,36,,,,0.13636,12,,,4,19301931,,,Philadelphia Quakers,39,4.0,4,3,0
,44,106,2.40909,105,2.38636,18,,,,0.52272,46,,,20,19301931,,,Montreal Maroons,43,6.0,20,18,0
,44,74,1.68181,76,1.72727,16,,,,0.52272,46,,,18,19301931,,,New York Americans,44,10.0,18,16,0
,44,105,2.38636,102,2.31818,21,,,,0.44318,39,,,16,19301931,,,Detroit Falcons,50,7.0,16,14,0
,48,112,2.33333,134,2.79166,17,,,,0.5625,54,,,23,19311932,,,New York Rangers,3,8.0,23,20,0
,48,117,2.4375,122,2.54166,21,,,,0.4375,42,,,15,19311932,,,Boston Bruins,6,12.0,15,14,0
,48,111,2.3125,128,2.66666,16,,,,0.59375,57,,,25,19311932,,,Montréal Canadiens,8,7.0,25,22,0
,48,127,2.64583,155,3.22916,18,,,,0.55208,53,,,23,19311932,,,Toronto Maple Leafs,10,7.0,23,19,0
,48,101,2.10416,86,1.79166,19,,,,0.48958,47,,,18,19311932,,,Chicago Blackhawks,16,11.0,18,14,0
,48,139,2.89583,142,2.95833,22,,,,0.46875,45,,,19,19311932,,,Montreal Maroons,43,7.0,19,19,0
,48,142,2.95833,95,1.97916,24,,,,0.41666,40,,,16,19311932,,,New York Americans,44,8.0,16,14,0
,48,108,2.25,95,1.97916,20,,,,0.47916,46,,,18,19311932,,,Detroit Falcons,50,10.0,18,15,0
,48,107,2.22916,135,2.8125,17,,,,0.5625,54,,,23,19321933,,,New York Rangers,3,8.0,23,22,0
,48,88,1.83333,124,2.58333,15,,,,0.60416,58,,,25,19321933,,,Boston Bruins,6,8.0,25,22,0
,48,115,2.39583,92,1.91666,25,,,,0.42708,41,,,18,19321933,,,Montréal Canadiens,8,5.0,18,15,0
,48,111,2.3125,119,2.47916,18,,,,0.5625,54,,,24,19321933,,,Toronto Maple Leafs,10,6.0,24,23,0
,48,101,2.10416,88,1.83333,20,,,,0.45833,44,,,16,19321933,,,Chicago Blackhawks,16,12.0,16,16,0
,48,93,1.9375,111,2.3125,15,,,,0.60416,58,,,25,19321933,,,Detroit Red Wings,17,8.0,25,25,0
,48,131,2.72916,88,1.83333,27,,,,0.33333,32,,,11,19321933,,,Ottawa Senators (1917),36,10.0,11,10,0
,48,119,2.47916,135,2.8125,20,,,,0.52083,50,,,22,19321933,,,Montreal Maroons,43,6.0,22,19,0
,48,118,2.45833,91,1.89583,22,,,,0.42708,41,,,15,19321933,,,New York Americans,44,11.0,15,13,0
,48,113,2.35416,120,2.5,19,,,,0.52083,50,,,21,19331934,,,New York Rangers,3,8.0,21,20,0
,48,130,2.70833,111,2.3125,25,,,,0.42708,41,,,18,19331934,,,Boston Bruins,6,5.0,18,15,0
,48,101,2.10416,99,2.0625,20,,,,0.52083,50,,,22,19331934,,,Montréal Canadiens,8,6.0,22,19,0
,48,119,2.47916,174,3.625,13,,,,0.63541,61,,,26,19331934,,,Toronto Maple Leafs,10,9.0,26,24,0
,48,83,1.72916,88,1.83333,17,,,,0.53125,51,,,20,19331934,,,Chicago Blackhawks,16,11.0,20,19,0
,48,98,2.04166,113,2.35416,14,,,,0.60416,58,,,24,19331934,,,Detroit Red Wings,17,10.0,24,20,0
,48,143,2.97916,115,2.39583,29,,,,0.33333,32,,,13,19331934,,,Ottawa Senators (1917),36,6.0,13,10,0
,48,122,2.54166,117,2.4375,18,,,,0.51041,49,,,19,19331934,,,Montreal Maroons,43,11.0,19,14,0
,48,132,2.75,104,2.16666,23,,,,0.41666,40,,,15,19331934,,,New York Americans,44,10.0,15,15,0
,48,139,2.89583,137,2.85416,20,,,,0.52083,50,,,22,19341935,,,New York Rangers,3,6.0,22,20,0
,48,112,2.33333,129,2.6875,16,,,,0.60416,58,,,26,19341935,,,Boston Bruins,6,6.0,26,24,0
,48,145,3.02083,110,2.29166,23,,,,0.45833,44,,,19,19341935,,,Montréal Canadiens,8,6.0,19,18,0
,48,111,2.3125,157,3.27083,14,,,,0.66666,64,,,30,19341935,,,Toronto Maple Leafs,10,4.0,30,27,0
,48,88,1.83333,118,2.45833,17,,,,0.59375,57,,,26,19341935,,,Chicago Blackhawks,16,5.0,26,26,0
,48,114,2.375,127,2.64583,22,,,,0.46875,45,,,19,19341935,,,Detroit Red Wings,17,7.0,19,17,0
,48,92,1.91666,123,2.5625,19,,,,0.55208,53,,,24,19341935,,,Montreal Maroons,43,5.0,24,22,0
,48,142,2.95833,100,2.08333,27,,,,0.34375,33,,,12,19341935,,,New York Americans,44,9.0,12,11,0
,48,144,3.0,86,1.79166,31,,,,0.29166,28,,,11,19341935,,,St. Louis Eagles,45,6.0,11,9,0
,48,96,2.0,91,1.89583,17,,,,0.52083,50,,,19,19351936,,,New York Rangers,3,12.0,19,15,0
,48,83,1.72916,92,1.91666,20,,,,0.52083,50,,,22,19351936,,,Boston Bruins,6,6.0,22,19,0
,48,123,2.5625,82,1.70833,26,,,,0.34375,33,,,11,19351936,,,Montréal Canadiens,8,11.0,11,11,0
,48,106,2.20833,126,2.625,19,,,,0.54166,52,,,23,19351936,,,Toronto Maple Leafs,10,6.0,23,19,0
,48,92,1.91666,93,1.9375,19,,,,0.52083,50,,,21,19351936,,,Chicago Blackhawks,16,8.0,21,21,0
,48,103,2.14583,124,2.58333,16,,,,0.58333,56,,,24,19351936,,,Detroit Red Wings,17,8.0,24,23,0
,48,106,2.20833,114,2.375,16,,,,0.5625,54,,,22,19351936,,,Montreal Maroons,43,10.0,22,22,0
,48,122,2.54166,109,2.27083,25,,,,0.40625,39,,,16,19351936,,,New York Americans,44,7.0,16,13,0
,48,106,2.20833,117,2.4375,20,,,,0.48958,47,,,19,19361937,,,New York Rangers,3,9.0,19,15,0
,48,110,2.29166,120,2.5,18,,,,0.55208,53,,,23,19361937,,,Boston Bruins,6,7.0,23,21,0
,48,111,2.3125,115,2.39583,18,,,,0.5625,54,,,24,19361937,,,Montréal Canadiens,8,6.0,24,20,0
,48,115,2.39583,119,2.47916,21,,,,0.51041,49,,,22,19361937,,,Toronto Maple Leafs,10,5.0,22,20,0
,48,131,2.72916,99,2.0625,27,,,,0.36458,35,,,14,19361937,,,Chicago Blackhawks,16,7.0,14,14,0
,48,102,2.125,128,2.66666,14,,,,0.61458,59,,,25,19361937,,,Detroit Red Wings,17,9.0,25,24,0
,48,110,2.29166,126,2.625,17,,,,0.55208,53,,,22,19361937,,,Montreal Maroons,43,9.0,22,20,0
,48,161,3.35416,122,2.54166,29,,,,0.35416,34,,,15,19361937,,,New York Americans,44,4.0,15,15,0
,48,96,2.0,149,3.10416,15,,,,0.625,60,,,27,19371938,,,New York Rangers,3,6.0,27,26,0
,48,89,1.85416,142,2.95833,11,,,,0.69791,67,,,30,19371938,,,Boston Bruins,6,7.0,30,28,0
,48,128,2.66666,123,2.5625,17,,,,0.51041,49,,,18,19371938,,,Montréal Canadiens,8,13.0,18,16,0
,48,127,2.64583,151,3.14583,15,,,,0.59375,57,,,24,19371938,,,Toronto Maple Leafs,10,9.0,24,23,0
,48,139,2.89583,97,2.02083,25,,,,0.38541,37,,,14,19371938,,,Chicago Blackhawks,16,9.0,14,13,0
,48,133,2.77083,99,2.0625,25,,,,0.36458,35,,,12,19371938,,,Detroit Red Wings,17,11.0,12,12,0
,48,149,3.10416,101,2.10416,30,,,,0.3125,30,,,12,19371938,,,Montreal Maroons,43,6.0,12,11,0
,48,111,2.3125,110,2.29166,18,,,,0.51041,49,,,19,19371938,,,New York Americans,44,11.0,19,19,0
,48,105,2.1875,149,3.10416,16,,,,0.60416,58,,,26,19381939,,,New York Rangers,3,6.0,26,25,0
,48,76,1.58333,156,3.25,10,,,,0.77083,74,,,36,19381939,,,Boston Bruins,6,2.0,36,34,0
,48,146,3.04166,115,2.39583,24,,,,0.40625,39,,,15,19381939,,,Montréal Canadiens,8,9.0,15,13,0
,48,107,2.22916,114,2.375,20,,,,0.48958,47,,,19,19381939,,,Toronto Maple Leafs,10,9.0,19,18,0
,48,132,2.75,91,1.89583,28,,,,0.33333,32,,,12,19381939,,,Chicago Blackhawks,16,8.0,12,12,0
,48,128,2.66666,107,2.22916,24,,,,0.4375,42,,,18,19381939,,,Detroit Red Wings,17,6.0,18,18,0
,48,157,3.27083,119,2.47916,21,,,,0.45833,44,,,17,19381939,,,New York Americans,44,10.0,17,15,0
,48,77,1.60416,136,2.83333,11,,,,0.66666,64,,,27,19391940,,,New York Rangers,3,10.0,27,27,0
,48,98,2.04166,170,3.54166,12,,,,0.69791,67,,,31,19391940,,,Boston Bruins,6,5.0,31,29,0
,48,167,3.47916,90,1.875,33,,,,0.26041,25,,,10,19391940,,,Montréal Canadiens,8,5.0,10,7,0
,48,110,2.29166,134,2.79166,17,,,,0.58333,56,,,25,19391940,,,Toronto Maple Leafs,10,6.0,25,24,0
,48,120,2.5,112,2.33333,19,,,,0.54166,52,,,23,19391940,,,Chicago Blackhawks,16,6.0,23,23,0
,48,126,2.625,90,1.875,26,,,,0.39583,38,,,16,19391940,,,Detroit Red Wings,17,6.0,16,16,0
,48,140,2.91666,106,2.20833,29,,,,0.35416,34,,,15,19391940,,,New York Americans,44,4.0,15,12,0
,48,125,2.60416,143,2.97916,19,,,,0.52083,50,,,21,19401941,,,New York Rangers,3,8.0,21,21,0
,48,102,2.125,168,3.5,8,,,,0.69791,67,,,27,19401941,,,Boston Bruins,6,13.0,27,25,0
,48,147,3.0625,121,2.52083,26,,,,0.39583,38,,,16,19401941,,,Montréal Canadiens,8,6.0,16,15,0
,48,99,2.0625,145,3.02083,14,,,,0.64583,62,,,28,19401941,,,Toronto Maple Leafs,10,6.0,28,25,0
,48,139,2.89583,112,2.33333,25,,,,0.40625,39,,,16,19401941,,,Chicago Blackhawks,16,7.0,16,12,0
,48,102,2.125,112,2.33333,16,,,,0.55208,53,,,21,19401941,,,Detroit Red Wings,17,11.0,21,18,0
,48,186,3.875,99,2.0625,29,,,,0.28125,27,,,8,19401941,,,New York Americans,44,11.0,8,6,0
,48,143,2.97916,177,3.6875,17,,,,0.625,60,,,29,19411942,,,New York Rangers,3,2.0,29,24,0
,48,118,2.45833,160,3.33333,17,,,,0.58333,56,,,25,19411942,,,Boston Bruins,6,6.0,25,21,0
,48,173,3.60416,134,2.79166,27,,,,0.40625,39,,,18,19411942,,,Montréal Canadiens,8,3.0,18,14,0
,48,136,2.83333,158,3.29166,18,,,,0.59375,57,,,27,19411942,,,Toronto Maple Leafs,10,3.0,27,25,0
,48,155,3.22916,145,3.02083,23,,,,0.48958,47,,,22,19411942,,,Chicago Blackhawks,16,3.0,22,21,0
,48,147,3.0625,140,2.91666,25,,,,0.4375,42,,,19,19411942,,,Detroit Red Wings,17,4.0,19,18,0
,48,175,3.64583,133,2.77083,29,,,,0.36458,35,,,16,19411942,,,Brooklyn Americans,51,3.0,16,14,0
,50,253,5.06,161,3.22,31,,,,0.3,30,,,11,19421943,,,New York Rangers,3,8.0,11,9,0
,50,176,3.52,195,3.9,17,,,,0.57,57,,,24,19421943,,,Boston Bruins,6,9.0,24,24,0
,50,191,3.82,181,3.62,19,,,,0.5,50,,,19,19421943,,,Montréal Canadiens,8,12.0,19,19,0
,50,159,3.18,198,3.96,19,,,,0.53,53,,,22,19421943,,,Toronto Maple Leafs,10,9.0,22,22,0
,50,180,3.6,179,3.58,18,,,,0.49,49,,,17,19421943,,,Chicago Blackhawks,16,15.0,17,17,0
,50,124,2.48,169,3.38,14,,,,0.61,61,,,25,19421943,,,Detroit Red Wings,17,11.0,25,25,0
,50,310,6.2,162,3.24,39,,,,0.17,17,,,6,19431944,,,New York Rangers,3,5.0,6,6,0
,50,268,5.36,223,4.46,26,,,,0.43,43,,,19,19431944,,,Boston Bruins,6,5.0,19,19,0
,50,109,2.18,234,4.68,5,,,,0.83,83,,,38,19431944,,,Montréal Canadiens,8,7.0,38,38,0
,50,174,3.48,214,4.28,23,,,,0.5,50,,,23,19431944,,,Toronto Maple Leafs,10,4.0,23,23,0
,50,187,3.74,178,3.56,23,,,,0.49,49,,,22,19431944,,,Chicago Blackhawks,16,5.0,22,22,0
,50,177,3.54,214,4.28,18,,,,0.58,58,,,26,19431944,,,Detroit Red Wings,17,6.0,26,26,0
,50,247,4.94,154,3.08,29,,,,0.32,32,,,11,19441945,,,New York Rangers,3,10.0,11,11,0
,50,219,4.38,179,3.58,30,,,,0.36,36,,,16,19441945,,,Boston Bruins,6,4.0,16,16,0
,50,121,2.42,228,4.56,8,,,,0.8,80,,,38,19441945,,,Montréal Canadiens,8,4.0,38,38,0
,50,161,3.22,183,3.66,22,,,,0.52,52,,,24,19441945,,,Toronto Maple Leafs,10,4.0,24,24,0
,50,194,3.88,141,2.82,30,,,,0.33,33,,,13,19441945,,,Chicago Blackhawks,16,7.0,13,13,0
,50,161,3.22,218,4.36,14,,,,0.67,67,,,31,19441945,,,Detroit Red Wings,17,5.0,31,31,0
,50,191,3.82,144,2.88,28,,,,0.35,35,,,13,19451946,,,New York Rangers,3,9.0,13,13,0
,50,156,3.12,167,3.34,18,,,,0.56,56,,,24,19451946,,,Boston Bruins,6,8.0,24,24,0
,50,134,2.68,172,3.44,17,,,,0.61,61,,,28,19451946,,,Montréal Canadiens,8,5.0,28,28,0
,50,185,3.7,174,3.48,24,,,,0.45,45,,,19,19451946,,,Toronto Maple Leafs,10,7.0,19,19,0
,50,178,3.56,200,4.0,20,,,,0.53,53,,,23,19451946,,,Chicago Blackhawks,16,7.0,23,23,0
,50,159,3.18,146,2.92,20,,,,0.5,50,,,20,19451946,,,Detroit Red Wings,17,10.0,20,20,0
,60,186,3.1,167,2.78333,32,,,,0.41666,50,,,22,19461947,,,New York Rangers,3,6.0,22,22,0
,60,175,2.91666,190,3.16666,23,,,,0.525,63,,,26,19461947,,,Boston Bruins,6,11.0,26,26,0
,60,138,2.3,189,3.15,16,,,,0.65,78,,,34,19461947,,,Montréal Canadiens,8,10.0,34,34,0
,60,172,2.86666,209,3.48333,19,,,,0.6,72,,,31,19461947,,,Toronto Maple Leafs,10,10.0,31,31,0
,60,274,4.56666,193,3.21666,37,,,,0.35,42,,,19,19461947,,,Chicago Blackhawks,16,4.0,19,19,0
,60,193,3.21666,190,3.16666,27,,,,0.45833,55,,,22,19461947,,,Detroit Red Wings,17,11.0,22,22,0
,60,201,3.35,176,2.93333,26,,,,0.45833,55,,,21,19471948,,,New York Rangers,3,13.0,21,21,0
,60,168,2.8,167,2.78333,24,,,,0.49166,59,,,23,19471948,,,Boston Bruins,6,13.0,23,23,0
,60,169,2.81666,147,2.45,29,,,,0.425,51,,,20,19471948,,,Montréal Canadiens,8,11.0,20,20,0
,60,143,2.38333,182,3.03333,15,,,,0.64166,77,,,32,19471948,,,Toronto Maple Leafs,10,13.0,32,32,0
,60,225,3.75,195,3.25,34,,,,0.38333,46,,,20,19471948,,,Chicago Blackhawks,16,6.0,20,20,0
,60,148,2.46666,187,3.11666,18,,,,0.6,72,,,30,19471948,,,Detroit Red Wings,17,12.0,30,30,0
,60,172,2.86666,133,2.21666,31,,,,0.39166,47,,,18,19481949,,,New York Rangers,3,11.0,18,18,0
,60,163,2.71666,178,2.96666,23,,,,0.55,66,,,29,19481949,,,Boston Bruins,6,8.0,29,29,0
,60,126,2.1,152,2.53333,23,,,,0.54166,65,,,28,19481949,,,Montréal Canadiens,8,9.0,28,28,0
,60,161,2.68333,147,2.45,25,,,,0.475,57,,,22,19481949,,,Toronto Maple Leafs,10,13.0,22,22,0
,60,211,3.51666,173,2.88333,31,,,,0.41666,50,,,21,19481949,,,Chicago Blackhawks,16,8.0,21,21,0
,60,145,2.41666,195,3.25,19,,,,0.625,75,,,34,19481949,,,Detroit Red Wings,17,7.0,34,34,0
,70,189,2.7,170,2.42857,31,,,,0.47857,67,,,28,19491950,,,New York Rangers,3,11.0,28,28,0
,70,228,3.25714,198,2.82857,32,,,,0.42857,60,,,22,19491950,,,Boston Bruins,6,16.0,22,22,0
,70,150,2.14285,172,2.45714,22,,,,0.55,77,,,29,19491950,,,Montréal Canadiens,8,19.0,29,29,0
,70,173,2.47142,176,2.51428,27,,,,0.52857,74,,,31,19491950,,,Toronto Maple Leafs,10,12.0,31,31,0
,70,244,3.48571,203,2.9,38,,,,0.38571,54,,,22,19491950,,,Chicago Blackhawks,16,10.0,22,22,0
,70,164,2.34285,229,3.27142,19,,,,0.62857,88,,,37,19491950,,,Detroit Red Wings,17,14.0,37,37,0
,70,201,2.87142,169,2.41428,29,,,,0.43571,61,,,20,19501951,,,New York Rangers,3,21.0,20,20,0
,70,197,2.81428,178,2.54285,30,,,,0.44285,62,,,22,19501951,,,Boston Bruins,6,18.0,22,22,0
,70,184,2.62857,173,2.47142,30,,,,0.46428,65,,,25,19501951,,,Montréal Canadiens,8,15.0,25,25,0
,70,138,1.97142,212,3.02857,16,,,,0.67857,95,,,41,19501951,,,Toronto Maple Leafs,10,13.0,41,41,0
,70,280,4.0,171,2.44285,47,,,,0.25714,36,,,13,19501951,,,Chicago Blackhawks,16,10.0,13,13,0
