assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
65,22,65,0.4949,4,77,36,Thornton,0,109,8466138,12,101,1.31168,C,12,34,20022003,2,2,0.18367,L,196,Joe Thornton,BOS,1337.2727
68,22,64,0.49925,4,82,33,Backstrom,1,50,8473563,37,101,1.2317,C,11,37,20092010,0,0,0.14864,L,222,Nicklas Backstrom,WSH,1226.7682
55,22,56,0.42551,4,82,45,Staal,0,81,8470595,-8,100,1.21951,C,19,40,20052006,4,4,0.16129,L,279,Eric Staal,CAR,1178.6585
57,23,52,0.22222,5,82,43,Hossa,0,49,8466148,18,100,1.21951,R,17,44,20062007,3,4,0.12647,L,340,Marian Hossa,ATL,1300.9634
64,20,57,0.5307,4,82,36,Sakic,1,46,8451101,2,100,1.21951,C,16,43,20062007,0,0,0.13953,L,258,Joe Sakic,COL,1211.256
46,25,41,0.40425,7,78,52,Kovalchuk,0,68,8469454,-6,98,1.25641,L,27,56,20052006,0,1,0.16099,R,323,Ilya Kovalchuk,ATL,1331.2564
48,32,63,0.44186,4,82,50,Hejduk,2,32,8460577,52,98,1.19512,R,18,35,20022003,0,0,0.20491,R,244,Milan Hejduk,COL,1190.3048
48,35,65,0.55056,9,82,50,Iginla,2,83,8462042,27,98,1.19512,R,15,33,20072008,0,0,0.14792,R,338,Jarome Iginla,CGY,1286.2073
51,21,55,0.47115,7,82,46,Bertuzzi,1,144,8459444,2,97,1.18292,R,25,42,20022003,0,0,0.1893,L,243,Todd Bertuzzi,VAN,1234.1463
65,20,59,0.56035,3,81,32,Datsyuk,0,22,8467514,34,97,1.19753,C,11,36,20082009,1,2,0.12903,L,248,Pavel Datsyuk,DET,1152.7777
66,20,56,0.54381,6,82,31,Datsyuk,0,20,8467514,41,97,1.18292,C,10,40,20072008,1,1,0.11742,L,264,Pavel Datsyuk,DET,1283.0
69,13,44,0.51602,4,82,28,Savard,2,100,8462118,7,97,1.18292,C,14,50,20052006,1,3,0.13207,L,212,Marc Savard,ATL,1230.4878
44,35,64,0.55194,7,82,52,Iginla,1,77,8462042,27,96,1.17073,R,16,30,20012002,1,2,0.1672,R,311,Jarome Iginla,CGY,1341.7195
66,23,55,0.16666,5,82,30,Jagr,1,78,8448208,26,96,1.17073,R,7,41,20062007,0,0,0.09259,L,324,Jaromir Jagr,NYR,1305.5243
67,18,59,0.52861,5,82,29,Thornton,2,59,8466138,18,96,1.17073,C,11,37,20072008,0,0,0.16292,L,178,Joe Thornton,SJS,1272.3536
74,11,46,0.5014,3,82,22,Savard,0,96,8462118,-19,96,1.17073,C,10,49,20062007,1,1,0.09954,L,221,Marc Savard,BOS,1212.939
44,26,53,0.47908,5,82,51,Stamkos,1,38,8474564,-2,95,1.15853,C,24,41,20092010,1,1,0.17171,R,297,Steven Stamkos,TBL,1233.0975
63,23,65,0.49586,6,81,32,Brière,3,89,8464975,17,95,1.17283,C,9,30,20062007,0,0,0.13675,R,234,Daniel Brière,BUF,1158.753
46,23,46,0.50712,10,82,48,Selanne,2,82,8457981,26,94,1.14634,R,25,48,20062007,0,0,0.18677,R,257,Teemu Selanne,ANA,1061.6707
49,31,61,0.44628,8,82,45,Parise,3,24,8470610,30,94,1.14634,L,14,30,20082009,0,3,0.12362,L,364,Zach Parise,NJD,1125.439
55,25,60,0.52955,7,70,39,Iginla,0,40,8462042,12,94,1.34285,R,13,33,20062007,1,1,0.14772,R,264,Jarome Iginla,CGY,1323.8285
56,22,53,0.33333,7,82,38,St. Louis,1,24,8466378,35,94,1.14634,R,8,30,20032004,8,11,0.17924,L,212,Martin St. Louis,TBL,1234.9512
65,21,56,0.45222,7,82,29,St. Louis,2,12,8466378,-8,94,1.14634,R,7,37,20092010,1,1,0.11983,L,242,Martin St. Louis,TBL,1308.5487
37,30,50,0.2,11,82,56,Cheechoo,0,58,8467357,23,93,1.13414,R,24,41,20052006,2,2,0.17665,R,317,Jonathan Cheechoo,SJS,1197.439
57,25,57,0.46129,4,78,36,Demitra,1,32,8459648,0,93,1.1923,R,11,36,20022003,0,0,0.1756,L,205,Pavol Demitra,STL,1187.3846
46,30,55,0.47058,8,82,46,Ovechkin,1,52,8471214,-19,92,1.12195,L,16,37,20062007,0,0,0.11734,R,392,Alex Ovechkin,WSH,1283.2926
48,32,63,0.375,5,82,44,Murray,2,64,8458532,9,92,1.12195,R,12,28,20022003,0,1,0.13293,R,331,Glen Murray,BOS,1339.2926
49,26,55,0.55041,7,75,43,Zetterberg,0,34,8468083,30,92,1.22666,C,16,36,20072008,1,1,0.12011,L,358,Henrik Zetterberg,DET,1324.24
52,29,59,0.48773,7,81,40,Lecavalier,0,89,8467329,-17,92,1.1358,C,10,29,20072008,1,4,0.12578,L,318,Vincent Lecavalier,TBL,1377.0987
53,18,45,0.26666,7,80,39,Hossa,1,67,8466148,17,92,1.15,R,14,39,20052006,7,8,0.11436,L,341,Marian Hossa,ATL,1301.425
58,23,59,0.50449,6,76,34,Spezza,0,66,8469455,26,92,1.21052,C,11,33,20072008,0,0,0.1619,R,210,Jason Spezza,OTT,1240.1052
48,31,54,0.35714,6,79,43,Kovalchuk,1,50,8469454,-12,91,1.15189,L,12,36,20082009,0,1,0.15636,R,275,Ilya Kovalchuk,ATL,1308.3544
52,29,62,0.4432,8,82,39,Jokinen,1,78,8466140,18,91,1.10975,C,9,28,20062007,1,1,0.11111,L,351,Olli Jokinen,FLA,1231.8902
63,14,46,0.46064,4,67,28,Lemieux,1,43,8448782,-25,91,1.3582,C,14,45,20022003,0,0,0.11914,R,235,Mario Lemieux,PIT,1362.0
66,16,54,0.50177,2,81,25,Getzlaf,0,121,8470612,5,91,1.12345,C,9,37,20082009,0,0,0.11013,R,227,Ryan Getzlaf,ANA,1207.8271
67,11,51,0.51491,2,80,24,Richards,0,14,8467389,-12,91,1.1375,C,13,40,20092010,0,0,0.0845,L,284,Brad Richards,DAL,1251.8625
68,12,40,0.50232,0,82,23,Richards,0,32,8467389,0,91,1.10975,C,7,46,20052006,4,5,0.08156,L,282,Brad Richards,TBL,1365.1341
50,22,50,0.41626,5,80,40,Selanne,0,44,8457981,28,90,1.125,R,18,40,20052006,0,0,0.14981,R,267,Teemu Selanne,ANA,1067.8
50,32,59,0.2,6,81,40,Naslund,0,50,8458530,22,90,1.11111,L,8,31,20012002,0,0,0.13245,L,302,Markus Naslund,VAN,1170.7037
71,12,49,0.52622,5,68,19,Spezza,1,33,8469455,23,90,1.32352,C,7,41,20052006,0,0,0.12179,R,156,Jason Spezza,OTT,1140.1911
41,23,54,0.38356,10,82,48,Gionta,3,46,8467407,18,89,1.08536,R,24,34,20052006,1,1,0.16494,R,291,Brian Gionta,NJD,1189.2317
48,21,49,0.36734,6,77,41,Heatley,0,58,8468482,-8,89,1.15584,L,19,39,20022003,1,1,0.16269,L,252,Dany Heatley,ATL,1317.0
49,24,55,0.53846,5,70,40,Alfredsson,1,34,8460621,15,89,1.27142,R,9,25,20072008,7,9,0.18433,R,217,Daniel Alfredsson,OTT,1337.0571
51,23,51,0.4691,9,82,38,Jokinen,4,88,8466140,14,89,1.08536,C,14,37,20052006,1,1,0.10826,L,351,Olli Jokinen,FLA,1229.1341
54,25,57,0.52495,4,82,35,Iginla,0,37,8462042,-2,89,1.08536,R,10,32,20082009,0,0,0.1211,R,289,Jarome Iginla,CGY,1296.7682
69,15,57,0.53908,2,79,20,Thornton,0,54,8466138,17,89,1.12658,C,4,29,20092010,1,3,0.14184,L,141,Joe Thornton,SJS,1191.3417
58,21,58,0.40909,6,82,30,Kane,0,20,8474141,16,88,1.07317,R,9,29,20092010,0,1,0.11494,L,261,Patrick Kane,CHI,1151.7804
63,16,56,0.49883,5,82,25,Savard,0,70,8462118,25,88,1.07317,C,9,30,20082009,0,2,0.11737,L,213,Marc Savard,BOS,1172.1097
66,8,46,0.48676,1,82,22,Backstrom,0,46,8473563,16,88,1.07317,C,14,42,20082009,0,0,0.12643,L,174,Nicklas Backstrom,WSH,1196.6219
35,34,55,0.4375,4,79,52,Kovalchuk,1,52,8469454,-12,87,1.10126,L,16,30,20072008,2,2,0.18374,R,283,Ilya Kovalchuk,ATL,1290.1645
46,24,52,0.32142,6,81,41,Kovalchuk,1,63,8469454,-10,87,1.07407,L,16,33,20032004,1,2,0.12023,R,341,Ilya Kovalchuk,ATL,1386.0
53,20,52,0.52973,5,67,34,Spezza,0,45,8469455,19,87,1.2985,C,13,33,20062007,1,2,0.20987,R,162,Jason Spezza,OTT,1157.4477
54,19,49,0.52609,3,81,33,Sakic,0,42,8451101,11,87,1.07407,C,13,37,20032004,1,1,0.13043,L,253,Joe Sakic,COL,1215.8024
55,22,53,0.52486,6,82,32,Sakic,1,60,8451101,10,87,1.06097,C,10,34,20052006,0,0,0.12167,L,263,Joe Sakic,COL,1194.9024
58,20,58,0.34883,7,77,29,Alfredsson,0,42,8460621,42,87,1.12987,R,7,25,20062007,2,4,0.12083,R,240,Daniel Alfredsson,OTT,1294.6233
59,17,48,0.53068,4,75,28,Datsyuk,1,22,8467514,26,87,1.16,C,11,39,20052006,0,0,0.1931,L,145,Pavel Datsyuk,DET,1073.4266
60,20,55,0.56213,5,79,27,Datsyuk,1,20,8467514,36,87,1.10126,C,5,29,20062007,2,3,0.13043,L,207,Pavel Datsyuk,DET,1197.3417
44,27,58,0.28571,4,76,42,Gaborik,0,37,8468483,15,86,1.13157,R,14,26,20092010,1,2,0.15441,L,272,Marian Gaborik,NYR,1274.7894
52,13,41,0.46792,4,82,34,Marleau,2,26,8466139,-12,86,1.04878,C,20,44,20052006,1,1,0.13076,L,260,Patrick Marleau,SJS,1195.5487
61,14,51,0.55444,3,82,25,Thornton,1,56,8466138,16,86,1.04878,C,11,35,20082009,0,0,0.17985,L,139,Joe Thornton,SJS,1167.7439
44,29,58,0.23333,4,76,41,Kovalchuk,1,53,8469454,10,85,1.11842,L,12,27,20092010,0,0,0.14137,R,290,Ilya Kovalchuk,"ATL,NJD",1322.1315
46,21,49,0.50257,9,77,39,Zetterberg,0,30,8468083,29,85,1.10389,C,17,35,20052006,1,1,0.14444,L,270,Henrik Zetterberg,DET,1137.2727
48,25,55,0.3,5,76,37,Palffy,1,47,8458540,22,85,1.11842,R,10,27,20022003,2,3,0.13357,L,277,Ziggy Palffy,LAK,1346.6973
49,22,55,0.49006,3,72,36,Bertuzzi,0,110,8459444,21,85,1.18055,R,14,30,20012002,0,0,0.17733,L,203,Todd Bertuzzi,VAN,1179.9027
51,21,46,0.56255,7,82,34,McDonald,0,32,8468434,24,85,1.03658,C,13,38,20052006,0,1,0.14847,L,229,Andy McDonald,ANA,1008.1341
52,17,45,0.43269,6,78,33,Malkin,1,80,8471215,2,85,1.08974,C,16,40,20062007,0,0,0.13636,L,242,Evgeni Malkin,PIT,1149.5384
54,17,39,0.11111,3,82,31,Kariya,1,40,8459426,-6,85,1.03658,L,14,46,20052006,0,0,0.12653,L,245,Paul Kariya,NSH,1144.8658
56,21,64,0.33333,8,63,29,Sedin,1,28,8467875,36,85,1.3492,L,8,21,20092010,0,0,0.12888,L,225,Daniel Sedin,VAN,1148.1746
57,21,51,0.51382,6,79,28,Modano,2,30,8449645,34,85,1.07594,C,5,31,20022003,2,3,0.14507,L,193,Mike Modano,DAL,1252.6582
38,29,56,0.48289,12,82,46,Carter,3,68,8470604,23,84,1.02439,C,13,24,20082009,4,4,0.1345,R,342,Jeff Carter,PHI,1257.2804
41,28,62,0.28205,5,82,43,Vanek,1,40,8470598,47,84,1.02439,L,15,22,20062007,0,0,0.18143,R,237,Thomas Vanek,BUF,1006.5365
44,30,55,0.375,5,73,40,Semin,0,66,8470120,36,84,1.15068,R,8,27,20092010,2,2,0.14388,R,278,Alexander Semin,WSH,1147.3972
48,20,50,0.22727,8,81,36,Sedin,4,36,8467875,19,84,1.03703,L,16,34,20062007,0,0,0.15254,L,236,Daniel Sedin,VAN,1083.8395
49,18,35,0.55172,5,82,35,Kovalev,1,70,8458529,18,84,1.02439,R,17,47,20072008,0,2,0.15217,L,230,Alex Kovalev,MTL,1173.2682
49,30,58,0.35714,6,78,35,Naslund,4,58,8458530,24,84,1.07692,L,5,26,20032004,0,0,0.11824,L,296,Markus Naslund,VAN,1162.9871
51,24,51,0.5258,5,82,33,Gomez,0,42,8467351,8,84,1.02439,C,9,33,20052006,0,0,0.13524,L,244,Scott Gomez,NJD,1126.9878
39,28,54,0.51382,6,82,44,Marleau,0,22,8466139,21,83,1.01219,C,12,25,20092010,4,4,0.16058,L,274,Patrick Marleau,SJS,1272.6951
41,30,58,0.28571,8,77,42,Gaborik,3,63,8468483,17,83,1.07792,R,11,24,20072008,1,1,0.15107,L,278,Marian Gaborik,MIN,1175.8441
47,24,52,0.53354,11,80,36,Fedorov,2,52,8446788,15,83,1.0375,C,10,28,20022003,2,3,0.12811,L,281,Sergei Fedorov,DET,1241.925
51,26,53,0.28571,6,81,32,Whitney,1,46,8458537,-5,83,1.02469,L,6,30,20062007,0,0,0.14883,R,215,Ray Whitney,CAR,1122.3827
56,18,47,0.625,2,82,27,Brunette,0,36,8459596,-8,83,1.01219,L,9,36,20062007,0,0,0.15606,L,173,Andrew Brunette,COL,1050.5609
56,20,52,0.4496,5,76,27,Ribeiro,1,46,8467371,21,83,1.0921,C,7,31,20072008,0,0,0.25233,L,107,Mike Ribeiro,DAL,1105.5526
57,12,46,0.47533,4,79,26,Nylander,1,42,8458573,12,83,1.05063,C,14,37,20062007,0,0,0.13471,L,193,Michael Nylander,NYR,1222.9746
58,13,51,0.25,5,82,25,St. Louis,0,26,8466378,-23,83,1.01219,R,10,29,20072008,2,3,0.10373,L,241,Martin St. Louis,TBL,1457.0365
41,28,57,0.57692,8,71,41,Heatley,1,76,8468482,33,82,1.15492,L,13,25,20072008,0,0,0.18303,L,224,Dany Heatley,OTT,1304.014
43,20,51,0.4,9,82,39,Heatley,1,54,8468482,14,82,1.0,L,18,30,20092010,1,1,0.13928,L,280,Dany Heatley,SJS,1213.6951
43,20,48,0.60326,6,81,39,Cammalleri,1,44,8469500,-2,82,1.01234,L,19,34,20082009,0,0,0.15294,L,255,Michael Cammalleri,CGY,1053.3827
44,24,47,0.44906,7,82,38,Staal,0,50,8470595,-2,82,1.0,C,14,35,20072008,0,0,0.12258,L,310,Eric Staal,CAR,1298.0853
44,28,55,0.375,5,81,38,Parise,1,32,8470610,24,82,1.01234,L,9,26,20092010,1,1,0.10951,L,347,Zach Parise,NJD,1186.4814
46,21,42,0.4,5,81,36,Hossa,0,46,8466148,4,82,1.01234,R,14,39,20032004,1,1,0.1545,L,233,Marian Hossa,OTT,1117.432
51,22,58,0.4,7,82,31,Sedin,0,36,8467875,24,82,1.0,L,9,24,20082009,0,0,0.10877,L,285,Daniel Sedin,VAN,1127.5975
56,15,47,0.59257,5,78,26,Brind'Amour,1,46,8445735,7,82,1.05128,C,9,30,20062007,2,5,0.14364,L,181,Rod Brind'Amour,CAR,1399.1025
58,19,45,0.47309,2,77,24,Getzlaf,0,94,8470612,32,82,1.06493,C,4,36,20072008,1,1,0.12972,R,185,Ryan Getzlaf,ANA,1178.8311
60,18,56,0.49633,8,82,22,Sedin,2,48,8467876,22,82,1.0,C,4,26,20082009,0,0,0.15384,L,143,Henrik Sedin,VAN,1171.4878
41,26,53,0.5,6,82,40,Shanahan,0,105,8451302,29,81,0.9878,L,14,28,20052006,0,0,0.1384,R,289,Brendan Shanahan,DET,995.2804
43,26,57,0.36734,9,82,38,Elias,4,44,8460542,26,81,0.9878,C,9,20,20032004,3,4,0.12666,L,300,Patrik Elias,NJD,1126.1097
47,19,42,0.4971,2,82,34,Kopitar,0,16,8471685,6,81,0.9878,C,14,38,20092010,1,1,0.13127,L,259,Anze Kopitar,LAK,1307.1341
49,23,53,0.51184,4,78,32,Roy,0,46,8469485,13,81,1.03846,C,6,23,20072008,3,5,0.14678,L,218,Derek Roy,BUF,1258.0769
56,13,45,0.30769,2,82,25,Kariya,0,48,8459426,-3,81,0.9878,L,11,35,20022003,1,1,0.09727,L,257,Paul Kariya,ANA,1217.2926
59,17,60,0.25,0,81,22,Tanguay,0,44,8467338,12,81,1.0,L,5,21,20062007,0,0,0.2056,L,107,Alex Tanguay,CGY,1060.1975
71,9,46,0.5254,2,82,10,Sedin,1,66,8467876,19,81,0.9878,C,1,35,20062007,0,0,0.07462,L,134,Henrik Sedin,VAN,1105.5731
35,31,47,0.36842,10,80,45,Hossa,1,34,8466148,8,80,1.0,R,14,33,20022003,0,0,0.1965,L,229,Marian Hossa,OTT,1110.8625
39,29,53,0.5745,9,82,41,Sundin,2,94,8451774,6,80,0.9756,C,10,24,20012002,2,3,0.15648,R,262,Mats Sundin,TOR,1160.0487
46,18,43,0.54152,5,81,34,Cammalleri,1,48,8469500,5,80,0.98765,L,16,37,20062007,0,0,0.11371,L,299,Michael Cammalleri,LAK,1082.8024
48,23,41,0.24242,5,77,32,Alfredsson,0,24,8460621,12,80,1.03896,R,9,38,20032004,0,1,0.13913,R,230,Daniel Alfredsson,OTT,1164.3246
50,21,52,0.46666,3,82,30,St. Louis,1,14,8466378,4,80,0.9756,R,7,25,20082009,2,3,0.1145,L,262,Martin St. Louis,TBL,1277.1585
50,15,38,0.48975,4,79,30,Richards,2,63,8470617,22,80,1.01265,C,8,33,20082009,7,9,0.12605,L,238,Mike Richards,PHI,1304.0126
52,20,41,0.46932,8,81,28,Kozlov,2,36,8456887,9,80,0.98765,L,8,37,20062007,0,2,0.14736,L,190,Vyacheslav Kozlov,ATL,1229.4567
53,24,50,0.37313,1,82,27,Pominville,0,20,8469506,16,80,0.9756,R,2,27,20072008,1,3,0.11637,R,232,Jason Pominville,BUF,1198.0853
55,13,53,0.31578,6,81,25,Stillman,0,36,8458943,18,80,0.98765,L,11,26,20032004,1,1,0.14044,L,178,Cory Stillman,TBL,1171.7407
55,15,53,0.45318,3,81,25,Prospal,1,50,8459492,-3,80,0.98765,L,10,27,20052006,0,0,0.10593,L,236,Vinny Prospal,TBL,1150.395
64,7,30,,2,80,16,Lidstrom,0,50,8457063,21,80,1.0,D,9,50,20052006,0,0,0.06584,L,243,Nicklas Lidstrom,DET,1649.3375
32,33,51,0.38888,7,72,47,Gagne,1,38,8467346,31,79,1.09722,L,12,23,20052006,2,5,0.14071,L,334,Simon Gagne,PHI,1246.125
39,29,54,0.27777,5,78,40,Nash,2,52,8470041,11,79,1.01282,L,6,19,20082009,5,6,0.15209,L,263,Rick Nash,CBJ,1269.5
45,14,42,0.46401,7,82,34,Rolston,0,50,8458525,14,79,0.96341,R,15,32,20052006,5,5,0.11604,L,293,Brian Rolston,MIN,1221.1463
45,26,47,0.5,8,62,34,Semin,2,77,8470120,25,79,1.27419,R,8,30,20082009,0,2,0.15246,R,223,Alexander Semin,WSH,1154.4677
46,25,46,0.33333,9,73,33,Mogilny,0,12,8449654,4,79,1.08219,R,5,28,20022003,3,5,0.2,L,165,Alexander Mogilny,TOR,1202.6438
47,19,37,0.28571,2,81,32,Naslund,0,66,8458530,-19,79,0.9753,L,13,42,20052006,0,0,0.12121,L,264,Markus Naslund,VAN,1108.4691
48,21,54,0.5,3,69,31,Jagr,1,30,8448208,0,79,1.14492,R,10,25,20012002,0,0,0.15736,L,197,Jaromir Jagr,WSH,1302.9275
49,20,42,0.45595,3,69,30,Lang,0,24,8456966,4,79,1.14492,C,10,37,20032004,0,0,0.18404,R,163,Robert Lang,"WSH,DET",1264.3913
53,16,53,0.52234,4,82,26,Sakic,1,18,8451101,12,79,0.96341,C,9,25,20012002,1,1,0.1,L,260,Joe Sakic,COL,1320.5
53,20,51,0.467,6,82,26,Richards,0,12,8467389,14,79,0.96341,C,5,26,20032004,1,2,0.10655,L,244,Brad Richards,TBL,1225.7439
54,18,53,0.40845,5,69,25,Tanguay,1,42,8467338,30,79,1.14492,L,7,25,20032004,0,1,0.21367,L,117,Alex Tanguay,COL,1101.1159
56,17,62,0.46544,4,81,23,Nylander,1,76,8458573,31,79,0.9753,C,6,17,20052006,0,0,0.13372,L,172,Michael Nylander,NYR,1159.9506
57,13,50,0.51552,4,80,22,Prospal,1,53,8459492,9,79,0.9875,L,9,29,20022003,0,0,0.16417,L,134,Vinny Prospal,TBL,1102.425
59,11,54,0.4997,2,81,20,Stastny,0,50,8471669,2,79,0.9753,C,9,25,20092010,0,0,0.1005,L,199,Paul Stastny,COL,1283.679
43,24,49,0.4812,10,82,35,Demitra,2,46,8459648,13,78,0.95121,R,11,29,20012002,0,0,0.16509,L,212,Pavol Demitra,STL,1150.817
45,20,52,0.43916,3,80,33,Lecavalier,0,39,8467329,0,78,0.975,C,11,24,20022003,2,2,0.12043,L,274,Vincent Lecavalier,TBL,1157.4375
46,21,48,0.55166,4,74,32,Sundin,0,76,8451774,17,78,1.05405,C,10,29,20072008,1,1,0.12355,R,259,Mats Sundin,TOR,1204.4054
46,18,41,0.50505,9,77,32,Marleau,0,33,8466139,9,78,1.01298,C,14,37,20062007,0,0,0.17777,L,180,Patrick Marleau,SJS,1113.6103
47,13,32,0.54014,2,70,31,Sundin,1,58,8451774,7,78,1.11428,C,16,42,20052006,2,4,0.1409,R,220,Mats Sundin,TOR,1198.8714
47,17,42,0.29885,6,77,31,Elias,1,32,8460542,18,78,1.01298,C,12,31,20082009,2,5,0.1255,L,247,Patrik Elias,NJD,1114.4285
49,21,49,0.3,4,71,29,Tanguay,1,46,8467338,8,78,1.09859,L,8,29,20052006,0,0,0.232,L,125,Alex Tanguay,COL,1102.0422
50,17,42,0.41176,5,80,28,Doan,1,59,8462038,4,78,0.975,R,9,27,20072008,2,9,0.11522,R,243,Shane Doan,PHX,1245.5
50,17,46,0.4845,6,82,28,Stastny,0,42,8471669,4,78,0.95121,C,11,31,20062007,0,1,0.15135,L,185,Paul Stastny,COL,1090.3658
51,18,45,0.4,6,78,27,Alfredsson,1,42,8460621,15,78,1.0,R,9,33,20022003,0,0,0.1125,R,240,Daniel Alfredsson,OTT,1171.9615
51,19,45,0.55396,3,82,27,McDonald,1,46,8468434,16,78,0.95121,C,8,33,20062007,0,0,0.10714,L,252,Andy McDonald,ANA,1055.439
56,15,55,0.45483,1,82,22,Ribeiro,0,52,8467371,-4,78,0.95121,C,7,23,20082009,0,0,0.13496,L,163,Mike Ribeiro,DAL,1257.0853
63,11,45,0.51575,2,74,15,Savard,0,66,8462118,3,78,1.05405,C,4,31,20072008,0,2,0.07653,L,196,Marc Savard,BOS,1231.2972
64,11,49,0.56386,1,80,14,Oates,0,28,8449951,-4,78,0.975,C,3,29,20012002,0,0,0.13725,R,102,Adam Oates,"WSH,PHI",1312.4875
40,26,45,0.36842,3,78,37,Kovalev,0,70,8458529,-9,77,0.98717,R,11,32,20022003,0,0,0.13653,L,271,Alex Kovalev,"PIT,NYR",1328.5256
41,21,45,0.2,9,75,36,Jagr,2,38,8448208,5,77,1.02666,R,13,30,20022003,2,2,0.12413,L,290,Jaromir Jagr,WSH,1263.9733
43,26,49,0.53742,5,78,34,Modano,1,38,8449645,14,77,0.98717,C,6,24,20012002,2,4,0.15525,L,219,Mike Modano,DAL,1347.4487
43,18,39,0.28571,6,81,34,Huselius,0,26,8466181,21,77,0.95061,L,14,34,20062007,2,4,0.19653,L,173,Kristian Huselius,CGY,1042.716
44,22,47,0.45865,6,81,33,Langkow,0,44,8462036,23,77,0.95061,C,10,27,20062007,1,3,0.1336,L,247,Daymond Langkow,CGY,1207.395
45,18,39,0.49217,3,82,32,Kopitar,1,22,8471685,-15,77,0.93902,C,12,34,20072008,2,4,0.1592,L,201,Anze Kopitar,LAK,1241.2682
48,24,63,0.25,5,81,29,Havlat,2,30,8467899,29,77,0.95061,R,5,14,20082009,0,0,0.11646,L,249,Martin Havlat,CHI,1044.5802
