assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
50,19.0,48.0,,3,70,27,Bathgate,0,60,8445032,,77,1.1,R,6.0,27.0,19561957,2.0,2.0,,R,,Andy Bathgate,NYR,
52,16.0,50.0,,5,70,25,Mikita,0,97,8449602,12.0,77,1.1,C,9.0,27.0,19611962,0.0,0.0,0.12019,R,208.0,Stan Mikita,CHI,
58,14.0,52.0,,1,71,19,Bathgate,0,34,8445032,-12.0,77,1.0845,R,5.0,25.0,19631964,0.0,0.0,0.0669,R,284.0,Andy Bathgate,"NYR,TOR",
45,22.0,54.0,,6,65,31,Mikita,0,69,8449602,26.0,76,1.16923,C,9.0,22.0,19621963,0.0,0.0,0.13191,R,235.0,Stan Mikita,CHI,
47,13.0,40.0,,2,70,29,Howe,0,104,8448000,22.0,76,1.08571,R,13.0,33.0,19641965,3.0,3.0,0.08504,R,341.0,Gordie Howe,DET,
37,25.0,43.0,,8,70,38,Geoffrion,0,57,8446579,,75,1.07142,R,13.0,32.0,19541955,0.0,0.0,,R,,Bernie Geoffrion,MTL,
46,22.0,48.0,,3,70,29,Howe,0,83,8448000,19.0,75,1.07142,R,7.0,24.0,19651966,0.0,3.0,0.10583,R,274.0,Gordie Howe,DET,
36,27.0,50.0,,5,67,38,Richard,0,125,8448321,,74,1.10447,R,11.0,24.0,19541955,0.0,0.0,,L,,Maurice Richard,MTL,
38,28.0,62.0,,3,50,36,Carr,0,9,8445333,,74,1.48,R,8.0,12.0,19431944,0.0,0.0,,R,,Lorne Carr,TOR,
40,22.0,46.0,,10,60,34,Beliveau,0,57,8445408,20.0,74,1.23333,C,12.0,28.0,19591960,0.0,0.0,,L,285.0,Jean Beliveau,MTL,
48,23.0,60.0,,1,70,26,Bathgate,0,28,8445032,4.0,74,1.05714,R,3.0,14.0,19591960,0.0,0.0,,R,275.0,Andy Bathgate,NYR,
23,39.0,61.0,,7,50,50,Richard,0,46,8448321,,73,1.46,R,11.0,12.0,19441945,0.0,0.0,,L,,Maurice Richard,MTL,
30,,,,14,44,43,Weiland,1,29,8449381,,73,1.65909,C,,,19291930,,,,L,,Cooney Weiland,BOS,
36,23.0,47.0,,7,70,37,Beliveau,0,58,8445408,,73,1.04285,C,14.0,26.0,19541955,0.0,0.0,,L,,Jean Beliveau,MTL,
37,33.0,65.0,,7,50,36,Liscombe,0,17,8447501,,73,1.46,L,3.0,8.0,19431944,0.0,0.0,,L,,Carl Liscombe,DET,
37,27.0,55.0,,8,67,36,Mahovlich,0,56,8449044,22.0,73,1.08955,L,9.0,18.0,19621963,0.0,0.0,0.15062,L,239.0,Frank Mahovlich,TOR,
40,28.0,60.0,,4,50,33,Bentley,0,18,8445062,,73,1.46,L,5.0,13.0,19421943,0.0,0.0,,L,,Doug Bentley,CHI,
43,24.0,57.0,,3,70,30,Richard,0,66,8448320,21.0,73,1.04285,C,6.0,16.0,19591960,0.0,0.0,,R,223.0,Henri Richard,MTL,
45,21.0,48.0,,5,70,28,Howe,0,46,8448000,16.0,73,1.04285,R,5.0,22.0,19591960,2.0,3.0,,R,354.0,Gordie Howe,DET,
47,13.0,43.0,,3,69,26,Howe,0,70,8448000,-10.0,73,1.05797,R,12.0,29.0,19631964,1.0,1.0,0.07536,R,345.0,Gordie Howe,DET,
50,21.0,61.0,,2,67,23,Richard,0,57,8448320,24.0,73,1.08955,C,2.0,11.0,19621963,0.0,1.0,0.07958,R,289.0,Henri Richard,MTL,
41,24.0,56.0,,2,70,31,Ullman,0,35,8449274,2.0,72,1.02857,C,7.0,16.0,19651966,0.0,0.0,0.11969,L,259.0,Norm Ullman,DET,
43,19.0,48.0,,3,60,29,Bentley,0,12,8445063,,72,1.2,C,10.0,24.0,19461947,0.0,0.0,,L,,Max Bentley,CHI,
45,18.0,57.0,,6,48,27,Cowley,0,10,8445754,,72,1.5,C,9.0,15.0,19421943,0.0,0.0,,L,,Bill Cowley,BOS,
48,19.0,60.0,,5,48,24,Lach,0,23,8447271,,72,1.5,C,5.0,12.0,19431944,0.0,0.0,,L,,Elmer Lach,MTL,
49,15.0,46.0,,4,64,23,Howe,0,30,8448000,-5.0,72,1.125,R,6.0,23.0,19601961,2.0,3.0,0.06442,R,357.0,Gordie Howe,DET,
49,18.0,58.0,,1,50,23,Smith,0,4,8449068,,72,1.44,C,5.0,14.0,19431944,0.0,0.0,,L,,Clint Smith,CHI,
26,33.0,55.0,,10,60,45,Richard,0,69,8448321,,71,1.18333,R,12.0,16.0,19461947,0.0,0.0,,L,,Maurice Richard,MTL,
32,27.0,52.0,,5,61,39,Hull,0,32,8448108,23.0,71,1.16393,L,10.0,15.0,19641965,2.0,4.0,0.10597,L,368.0,Bobby Hull,CHI,
32,25.0,51.0,,8,70,39,Wharram,0,18,8449385,25.0,71,1.01428,R,14.0,20.0,19631964,0.0,0.0,0.20418,R,191.0,Kenny Wharram,CHI,
33,25.0,42.0,,12,70,38,Richard,0,89,8448321,,71,1.01428,R,13.0,29.0,19551956,0.0,0.0,,L,,Maurice Richard,MTL,
38,32.0,60.0,,9,70,33,Mahovlich,0,87,8449044,31.0,71,1.01428,L,1.0,11.0,19611962,0.0,0.0,0.13983,L,236.0,Frank Mahovlich,TOR,
39,23.0,54.0,,3,70,32,Lindsay,0,111,8447500,,71,1.01428,L,9.0,17.0,19521953,0.0,0.0,,L,,Ted Lindsay,DET,
41,27.0,65.0,,4,36,30,Cowley,0,12,8445754,,71,1.97222,C,3.0,6.0,19431944,0.0,0.0,,L,,Bill Cowley,BOS,
41,23.0,43.0,,5,59,30,Geoffrion,0,36,8446579,8.0,71,1.20338,R,6.0,27.0,19591960,1.0,1.0,,R,267.0,Bernie Geoffrion,MTL,
38,28.0,60.0,,4,50,32,Mosienko,0,10,8447902,,70,1.4,R,4.0,9.0,19431944,0.0,1.0,,R,,Bill Mosienko,CHI,
42,23.0,55.0,,5,70,28,Ullman,0,34,8449274,13.0,70,1.0,C,5.0,12.0,19601961,0.0,3.0,0.13658,L,205.0,Norm Ullman,DET,
44,22.0,56.0,,3,47,26,Bentley,0,2,8445063,,70,1.48936,C,4.0,14.0,19421943,0.0,0.0,,L,,Max Bentley,CHI,
44,20.0,48.0,,3,68,26,Ullman,0,26,8449274,-8.0,70,1.02941,C,5.0,19.0,19661967,1.0,3.0,0.10699,L,243.0,Norm Ullman,DET,
50,16.0,52.0,,0,64,20,Kelly,0,12,8447149,19.0,70,1.09375,D,3.0,14.0,19601961,1.0,4.0,0.09433,L,212.0,Red Kelly,TOR,
56,10.0,40.0,,3,70,14,Olmstead,0,99,8448057,,70,1.0,L,4.0,30.0,19551956,0.0,0.0,,L,,Bert Olmstead,MTL,
34,22.0,44.0,,2,57,35,Moore,0,62,8447886,11.0,69,1.21052,L,13.0,25.0,19601961,0.0,0.0,0.18617,L,188.0,Dickie Moore,MTL,
35,23.0,45.0,,3,69,34,Abel,0,46,8444857,,69,1.0,C,11.0,24.0,19491950,0.0,0.0,,L,,Sid Abel,DET,
38,18.0,42.0,,6,70,31,Delvecchio,0,16,8445865,19.0,69,0.98571,C,9.0,22.0,19651966,4.0,5.0,0.13025,L,238.0,Alex Delvecchio,DET,
39,20.0,50.0,,3,70,30,Lindsay,0,123,8447500,,69,0.98571,L,9.0,18.0,19511952,1.0,1.0,,L,,Ted Lindsay,DET,
41,26.0,64.0,,2,49,28,Jackson,0,8,8447023,,69,1.40816,C,1.0,3.0,19431944,1.0,2.0,,L,,Art Jackson,BOS,
43,20.0,44.0,,1,70,26,Delvecchio,0,18,8445865,4.0,69,0.98571,C,5.0,22.0,19611962,1.0,3.0,0.08934,L,291.0,Alex Delvecchio,DET,
49,18.0,50.0,,1,70,20,McKenney,0,28,8447792,-18.0,69,0.98571,C,2.0,19.0,19591960,0.0,0.0,,L,182.0,Don McKenney,BOS,
33,30.0,51.0,,4,70,35,Howe,0,69,8448000,,68,0.97142,R,5.0,17.0,19491950,0.0,0.0,,R,,Gordie Howe,DET,
39,22.0,48.0,,7,69,29,Stasiuk,0,121,8449176,-4.0,68,0.9855,L,7.0,20.0,19591960,0.0,0.0,,L,162.0,Vic Stasiuk,BOS,
42,18.0,46.0,,5,60,26,Conacher,0,8,8445517,,68,1.13333,L,8.0,22.0,19481949,0.0,0.0,,L,,Roy Conacher,CHI,
44,19.0,52.0,,2,70,24,Oliver,0,41,8448056,-6.0,68,0.97142,C,5.0,16.0,19631964,0.0,0.0,0.09561,L,251.0,Murray Oliver,BOS,
44,20.0,52.0,,4,70,24,Richard,0,91,8448320,18.0,68,0.97142,C,4.0,16.0,19601961,0.0,0.0,0.08759,R,274.0,Henri Richard,MTL,
30,20.0,38.0,,6,70,37,Richard,0,112,8448321,,67,0.95714,R,17.0,28.0,19531954,0.0,1.0,,L,,Maurice Richard,MTL,
38,24.0,56.0,,6,49,29,Blake,0,35,8445098,,67,1.36734,L,5.0,11.0,19441945,0.0,0.0,,L,,Toe Blake,MTL,
42,19.0,39.0,,7,68,25,Delvecchio,0,16,8445865,10.0,67,0.98529,C,6.0,26.0,19641965,0.0,2.0,0.09652,L,259.0,Alex Delvecchio,DET,
49,9.0,45.0,,1,69,18,Beliveau,0,68,8445408,5.0,67,0.97101,C,9.0,22.0,19621963,0.0,0.0,0.07468,L,241.0,Jean Beliveau,MTL,
24,31.0,50.0,,8,65,42,Richard,0,97,8448321,,66,1.01538,R,9.0,14.0,19501951,2.0,2.0,,L,,Maurice Richard,MTL,
29,28.0,45.0,,11,70,37,Sloan,0,100,8449052,,66,0.94285,C,9.0,21.0,19551956,0.0,0.0,,R,,Tod Sloan,TOR,
34,28.0,56.0,,1,70,32,Prentice,0,43,8448191,-1.0,66,0.94285,L,4.0,10.0,19591960,0.0,0.0,,L,251.0,Dean Prentice,NYR,
36,27.0,56.0,,3,67,30,Horvath,0,71,8446918,,66,0.98507,C,3.0,10.0,19571958,0.0,0.0,,L,,Bronco Horvath,BOS,
39,22.0,51.0,,3,69,27,Bucyk,0,36,8445240,-22.0,66,0.95652,L,4.0,14.0,19621963,1.0,1.0,0.16666,L,162.0,Johnny Bucyk,BOS,
41,17.0,41.0,,7,70,25,Reibel,0,15,8448305,,66,0.94285,C,8.0,24.0,19541955,0.0,1.0,,R,,Dutch Reibel,DET,
43,20.0,51.0,,2,58,23,Bentley,0,38,8445062,,66,1.13793,L,3.0,13.0,19481949,0.0,2.0,,L,,Doug Bentley,CHI,
44,15.0,40.0,,3,59,22,Geoffrion,0,30,8446579,,66,1.11864,R,7.0,26.0,19581959,0.0,0.0,,R,,Bernie Geoffrion,MTL,
47,12.0,48.0,,3,70,19,Bathgate,0,59,8445032,,66,0.94285,R,6.0,17.0,19551956,1.0,1.0,,R,,Andy Bathgate,NYR,
22,30.0,46.0,,8,70,43,Richard,0,114,8448321,,65,0.92857,R,13.0,19.0,19491950,0.0,0.0,,L,,Maurice Richard,MTL,
34,23.0,44.0,,2,70,31,Wharram,0,21,8449385,35.0,65,0.92857,R,8.0,21.0,19661967,0.0,0.0,0.18343,R,169.0,Kenny Wharram,CHI,
38,24.0,60.0,,3,66,27,Backstrom,0,29,8444996,35.0,65,0.98484,C,3.0,5.0,19611962,0.0,0.0,0.14917,L,181.0,Ralph Backstrom,MTL,
40,22.0,59.0,,3,49,25,Cowley,0,12,8445754,,65,1.32653,C,3.0,6.0,19441945,0.0,0.0,,L,,Bill Cowley,BOS,
40,16.0,41.0,,1,69,25,Howe,0,53,8448000,-3.0,65,0.94202,R,8.0,22.0,19661967,1.0,2.0,0.08532,R,293.0,Gordie Howe,DET,
41,18.0,48.0,,4,67,24,Goyette,0,15,8446623,-8.0,65,0.97014,C,6.0,17.0,19631964,0.0,0.0,0.12371,L,194.0,Phil Goyette,NYR,
50,8.0,41.0,,3,70,15,Lach,0,36,8447271,,65,0.92857,C,7.0,22.0,19511952,0.0,2.0,,L,,Elmer Lach,MTL,
32,30.0,51.0,,3,70,32,Litzenberger,0,48,8447502,,64,0.91428,C,1.0,12.0,19561957,1.0,1.0,,R,,Ed Litzenberger,CHI,
37,14.0,41.0,,5,70,27,Provost,0,28,8448215,13.0,64,0.91428,R,12.0,22.0,19641965,1.0,1.0,0.08881,R,304.0,Claude Provost,MTL,
38,20.0,44.0,,6,70,26,Ullman,0,54,8449274,-20.0,64,0.91428,C,6.0,20.0,19611962,0.0,0.0,0.13,L,200.0,Norm Ullman,DET,
40,17.0,45.0,,0,70,24,Gilbert,0,62,8447172,-5.0,64,0.91428,R,7.0,19.0,19631964,0.0,0.0,0.12972,R,185.0,Rod Gilbert,NYR,
42,12.0,40.0,,2,62,22,Moore,0,54,8447886,27.0,64,1.03225,L,10.0,24.0,19591960,0.0,0.0,,L,176.0,Dickie Moore,MTL,
44,16.0,43.0,,4,70,20,Delvecchio,0,8,8445865,16.0,64,0.91428,C,4.0,21.0,19621963,0.0,0.0,0.07299,L,274.0,Alex Delvecchio,DET,
47,15.0,60.0,,4,46,17,Cowley,0,16,8445754,,64,1.3913,C,2.0,4.0,19401941,0.0,0.0,,L,,Bill Cowley,BOS,
42,13.0,37.0,,3,70,21,Sullivan,0,54,8449203,,63,0.9,C,7.0,25.0,19581959,1.0,1.0,,L,,Red Sullivan,NYR,
44,14.0,36.0,,2,68,19,Rousseau,0,58,8448464,-1.0,63,0.92647,R,5.0,27.0,19661967,0.0,0.0,0.09178,R,207.0,Bobby Rousseau,MTL,
46,13.0,41.0,,3,60,17,Taylor Sr.,0,35,8449216,,63,1.05,C,4.0,22.0,19461947,0.0,0.0,,R,,Billy Taylor Sr.,DET,
52,3.0,39.0,,3,60,11,Hay,0,34,8446749,0.0,63,1.05,C,8.0,24.0,19611962,0.0,0.0,0.05314,L,207.0,Bill Hay,CHI,
29,17.0,40.0,,2,70,33,Hebenton,0,8,8446760,,62,0.88571,R,15.0,21.0,19581959,1.0,1.0,,L,,Andy Hebenton,NYR,
29,26.0,49.0,,5,70,33,Provost,0,22,8448215,20.0,62,0.88571,R,5.0,11.0,19611962,2.0,2.0,0.1284,R,257.0,Claude Provost,MTL,
29,21.0,40.0,,2,63,33,Richard,0,74,8448321,,62,0.98412,R,12.0,22.0,19561957,0.0,0.0,,L,,Maurice Richard,MTL,
30,24.0,43.0,,4,70,32,Litzenberger,0,63,8447502,,62,0.88571,C,8.0,16.0,19571958,0.0,3.0,,R,,Ed Litzenberger,CHI,
30,26.0,45.0,,6,70,32,McKenney,0,20,8447792,,62,0.88571,C,5.0,16.0,19581959,1.0,1.0,,L,,Don McKenney,BOS,
31,23.0,46.0,,7,65,31,Hull,0,27,8448108,0.0,62,0.95384,L,8.0,16.0,19621963,0.0,0.0,0.10163,L,305.0,Bobby Hull,CHI,
33,17.0,39.0,,8,59,29,Geoffrion,0,66,8446579,,62,1.05084,R,12.0,23.0,19551956,0.0,0.0,,R,,Bernie Geoffrion,MTL,
33,20.0,42.0,,5,64,29,Howe,0,68,8448000,,62,0.96875,R,7.0,18.0,19541955,2.0,2.0,,R,,Gordie Howe,DET,
33,20.0,38.0,,2,69,29,Nevin,0,10,8448001,-7.0,62,0.89855,R,8.0,23.0,19651966,1.0,1.0,0.13122,R,221.0,Bob Nevin,NYR,
35,20.0,48.0,,3,70,27,Delvecchio,0,26,8445865,0.0,62,0.88571,C,5.0,11.0,19601961,2.0,3.0,0.10074,L,268.0,Alex Delvecchio,DET,
35,23.0,49.0,,3,59,27,Schmidt,0,40,8448931,,62,1.05084,C,4.0,13.0,19461947,0.0,0.0,,L,,Milt Schmidt,BOS,
35,16.0,37.0,,4,59,27,Sloan,0,89,8449052,,62,1.05084,C,11.0,25.0,19581959,0.0,0.0,,R,,Tod Sloan,CHI,
36,,,,1,42,26,Boucher,1,16,8445134,,62,1.47619,C,,,19291930,,,,L,,Frank Boucher,NYR,
36,14.0,34.0,,5,70,26,Lindsay,0,110,8447500,,62,0.88571,L,11.0,27.0,19531954,1.0,1.0,,L,,Ted Lindsay,DET,
40,21.0,58.0,,2,50,22,Bodnar,0,18,8445105,,62,1.24,C,1.0,4.0,19431944,0.0,0.0,,R,,Gus Bodnar,TOR,
40,15.0,49.0,,1,65,22,Oliver,0,36,8448056,-20.0,62,0.95384,C,7.0,13.0,19621963,0.0,0.0,0.09565,L,230.0,Murray Oliver,BOS,
41,14.0,33.0,,3,67,21,Bentley,0,34,8445063,,62,0.92537,C,7.0,29.0,19501951,0.0,0.0,,L,,Max Bentley,TOR,
20,,,,7,44,41,Clapper,1,38,8445474,,61,1.38636,R,,,19291930,,,,R,,Dit Clapper,BOS,
28,17.0,36.0,,8,69,33,MacDonald,0,32,8447537,20.0,61,0.88405,C,16.0,25.0,19621963,0.0,0.0,0.15789,L,209.0,Parker MacDonald,DET,
30,20.0,41.0,,5,47,31,Bentley,0,6,8445063,,61,1.29787,C,10.0,19.0,19451946,1.0,1.0,,L,,Max Bentley,CHI,
31,19.0,43.0,,6,60,30,Lach,0,72,8447271,,61,1.01666,C,11.0,18.0,19471948,0.0,0.0,,L,,Elmer Lach,MTL,
33,21.0,44.0,,1,70,28,Richard,0,112,8448321,,61,0.87142,R,7.0,17.0,19521953,0.0,0.0,,L,,Maurice Richard,MTL,
35,21.0,51.0,,6,64,26,Keon,0,2,8448468,40.0,61,0.95312,C,3.0,8.0,19611962,2.0,2.0,0.10317,L,252.0,Dave Keon,TOR,
36,15.0,37.0,,3,70,25,Gilbert,0,54,8447172,-23.0,61,0.87142,R,10.0,24.0,19641965,0.0,0.0,0.10504,R,238.0,Rod Gilbert,NYR,
38,17.0,50.0,,4,69,23,Abel,0,30,8444857,,61,0.88405,C,6.0,10.0,19501951,0.0,1.0,,L,,Sid Abel,DET,
39,17.0,47.0,,1,50,22,Patrick,1,28,8448096,,61,1.22,C,4.0,13.0,19421943,1.0,1.0,,L,,Lynn Patrick,NYR,
39,19.0,49.0,,7,62,22,Richard,0,47,8448320,6.0,61,0.98387,C,3.0,12.0,19651966,0.0,0.0,0.09166,R,240.0,Henri Richard,MTL,
39,19.0,48.0,,5,62,22,Schmidt,0,33,8448931,,61,0.98387,C,3.0,13.0,19501951,0.0,0.0,,L,,Milt Schmidt,BOS,
40,18.0,52.0,,3,69,21,Esposito,0,40,8446722,34.0,61,0.88405,C,2.0,8.0,19661967,1.0,1.0,0.10937,L,192.0,Phil Esposito,CHI,
41,16.0,48.0,,4,69,20,McDonald,0,12,8447744,21.0,61,0.88405,L,4.0,13.0,19621963,0.0,0.0,0.11764,L,170.0,Ab McDonald,CHI,
42,10.0,41.0,,1,70,19,Raleigh,0,14,8448243,,61,0.87142,C,9.0,18.0,19511952,0.0,2.0,,L,,Don Raleigh,NYR,
42,10.0,38.0,,1,70,19,Sullivan,0,51,8449203,,61,0.87142,C,9.0,23.0,19541955,0.0,0.0,,L,,Red Sullivan,CHI,
43,9.0,37.0,,4,63,18,Kennedy,0,32,8447166,,61,0.96825,C,8.0,22.0,19501951,1.0,2.0,,R,,Ted Kennedy,TOR,
49,11.0,47.0,,1,70,12,Goyette,0,6,8446623,14.0,61,0.87142,C,1.0,14.0,19661967,0.0,0.0,0.07361,L,163.0,Phil Goyette,NYR,
23,24.0,40.0,,2,60,37,Henry,0,8,8446784,-9.0,60,1.0,C,13.0,20.0,19621963,0.0,0.0,0.26618,L,139.0,Camille Henry,NYR,
28,29.0,55.0,,5,48,32,Howe,0,6,8446924,,60,1.25,C,3.0,5.0,19431944,0.0,0.0,,L,,Syd Howe,DET,
32,23.0,50.0,,0,60,28,Kennedy,0,27,8447166,,60,1.0,C,5.0,9.0,19461947,0.0,1.0,,R,,Ted Kennedy,TOR,
33,24.0,50.0,,3,50,27,Carr,0,15,8445333,,60,1.2,R,3.0,10.0,19421943,0.0,0.0,,R,,Lorne Carr,TOR,
33,20.0,51.0,,5,70,27,Stasiuk,0,63,8449176,,60,0.85714,L,7.0,9.0,19581959,0.0,0.0,,L,,Vic Stasiuk,BOS,
35,19.0,43.0,,5,62,25,Mohns,0,58,8447880,33.0,60,0.96774,L,4.0,15.0,19661967,2.0,2.0,0.16556,L,151.0,Doug Mohns,CHI,
