,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Aaron Judge,32.9,6.051,9360202331,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000
1,Gerrit Cole,34.5,9.111,9324202028,36000000,36000000,36000000,36000000,36000000,36000000,36000000,FREE AGENT
2,Carlos Rodón,32.3,7.168,6162202328,27000000,22833333,27833333,27833333,27833333,27833333,27833333,FREE AGENT
3,Giancarlo Stanton,35.4,12.118,133252015272028,25000000,32000000,32000000,32000000,29000000,25000000,25000000,
4,Anthony Rizzo,35.6,10.168,240202324,20000000,17000000,17000000,17000000,,,,
5,Luis Severino,31.1,6.170,55225201923,15000000,15000000,FREE AGENT,,,,,
6,DJ LeMahieu,36.7,10.128,690202126,15000000,15000000,15000000,15000000,15000000,FREE AGENT,,
7,Tommy Kahnle,35.6,7.131,2115202324,5750000,5750000,5750000,FREE AGENT,,,,
8,Franchy Cordero,30.6,4.092,112023,1000000,1000000,ARB 3,FREE AGENT,,,,
